기업코드,IFRS,CFS,종목코드,회사명,자산총계,자본총계,매출총이익,유동자산,유동부채,당기순이익,부채총계,매출액(수익),영업활동으로인한현금흐름,영업이익,주당배당금,EBITDA,날짜,시가총액,주가,주식수,GP/A,PBR,유동비율,NCAV,PER,PSR,PCR,2005-당기순이익,2004-당기순이익,2003-당기순이익,2002-당기순이익,2001-당기순이익,증자
00100939,1,1,000860,강남제비스코,311750000000.0,229940000000.0,48230000000.0,113870000000.0,60370000000.0,14260000000.0,81820000000.0,277350000000.0,11370000000.0,17450000000.0,35000000000.0,26880000000.0,2007-09-03,156650000000.0,23700.0,23700.0,0.15470729751403367,0.6812646777420197,1.886201755838993,0.2045962336418768,10.985273492286115,0.5648098071029385,13.777484608619174,11710000000.0,18870000000.0,17520000000.0,17520000000.0,1700000000.0,0
00101220,1,1,001390,KG케미칼,255069999999.0,98650000000.0,55000000000.0,143210000000.0,108430000000.0,11690000000.0,156420000000.0,248119999999.0,5990000000.0,21800000000.0,20000000000.0,30650000000.0,2007-09-03,125725000000.0,12400.0,12400.0,0.21562708276244022,1.274455144450076,1.3207599372867287,-0.10507059057466693,10.75491873396065,0.5067104626813909,20.98914858096828,9640000000.0,6459999999.0,18790000000.0,-8660000000.0,-2890000000.0,0
00101257,1,1,000800,경남기업,942229999999.0,360980000000.0,123850000000.0,762150000000.0,464639999999.0,33130000000.0,581250000000.0,0.0,0.0,37980000000.0,0.0,0.0,2007-09-03,608253060800.0,42000.0,42000.0,0.131443490443025,1.6850048778325668,1.640302169425018,0.2974091075876753,18.3595852942952,inf,inf,25610000000.0,17140000000.0,13160000000.0,19180000000.0,20040000000.0,0
00101488,1,1,009450,경동나비엔,174190000000.0,120490000000.0,38290000000.0,110580000000.0,45660000000.0,6010000000.0,53700000000.0,189350000000.0,17060000000.0,1939999999.0,10000000000.0,13130000000.0,2007-09-03,56908800000.0,24850.0,24850.0,0.2198174407256444,0.47231139513652587,2.4218134034165573,0.9994939271255061,9.46901830282862,0.30054819118035386,3.335803048065651,4970000000.0,5420000000.0,9320000000.0,17010000000.0,10890000000.0,0
00101628,1,1,000050,경방,615500000000.0,319300000000.0,34720000000.0,135520000000.0,256140000000.0,-22170000000.0,296200000000.0,199390000000.0,3940000000.0,-6240000000.0,0.0,-13100000000.0,2007-09-03,556400000000.0,275000.0,275000.0,0.05640942323314378,1.742561854055747,0.5290856562817209,-0.288785046728972,-25.09697789806044,2.7905110587291238,141.21827411167513,770000000.0,-9450000000.0,190000000.0,3529999999.0,-310000000.0,0
00102113,1,1,012610,경인양행,121820000000.0,67610000000.0,17330000000.0,77180000000.0,42710000000.0,1019999999.0,54210000000.0,123480000000.0,1080000000.0,120000000.0,3300000000.0,6950000000.0,2007-09-03,49966000000.0,16300.0,16300.0,0.1422590707601379,0.7390326874722675,1.8070709435729337,0.45971260457110835,48.98627455782968,0.4046485260770975,46.26481481481481,2530000000.0,4300000000.0,3010000000.0,4600000000.0,5760000000.0,0
00102432,1,1,013580,계룡건설산업,706630000000.0,356490000000.0,160830000000.0,503260000000.0,219590000000.0,58179999999.0,350140000000.0,1108760000000.0,61750000000.0,85140000000.0,85000000000.0,99930000000.0,2007-09-03,546571508400.0,61600.0,61600.0,0.22760143214978135,1.5332029184549356,2.2918165672389454,0.2801463260465847,9.39449137864205,0.49295745553591397,8.851360459919029,49680000000.0,36900000000.0,35430000000.0,31670000000.0,25550000000.0,0
00102618,1,1,012200,계양전기,129140000000.0,110670000000.0,24560000000.0,89070000000.0,15030000000.0,5300000000.0,18470000000.0,138890000000.0,4100000000.0,6980000000.0,5000000000.0,9210000000.0,2007-09-03,103016000000.0,3160.0,3160.0,0.19018119869908626,0.9308394325472125,5.926147704590818,0.6853304341073231,19.43698113207547,0.7417092663258694,25.125853658536585,2260000000.0,1030000000.0,1120000000.0,11190000000.0,10550000000.0,0
00102760,1,1,011160,두산건설,1741320000000.0,477310000000.0,277150000000.0,1022290000000.0,819170000000.0,15730000000.0,1264010000000.0,1912359999999.0,104300000000.0,119970000000.0,0.0,39720000000.0,2007-09-03,1308635247150.0,15850.0,15850.0,0.1591608664691154,2.7416883097986635,1.2479582992541232,-0.18471151570036634,83.19359486013985,0.6843038168287793,12.546838419463088,40060000000.0,29700000000.0,-4830000000.0,-134240000000.0,51610000000.0,0
00102858,1,1,010130,고려아연,2326180000000.0,1280070000000.0,568230000000.0,1208890000000.0,561770000000.0,428370000000.0,1046110000000.0,2990670000000.0,261530000000.0,502970000000.0,200000000000.0,670300000000.0,2007-09-03,3556995000000.0,188000.0,188000.0,0.2442760233515893,2.778750380838548,2.1519305053669653,0.04576334799458532,8.30355767210589,1.189363921796788,13.600715023133102,70970000000.0,117520000000.0,42410000000.0,78850000000.0,35980000000.0,0
