기업코드,IFRS,CFS,종목코드,회사명,자산총계,자본총계,매출총이익,유동자산,유동부채,당기순이익,부채총계,매출액(수익),영업활동으로인한현금흐름,영업이익,주당배당금,EBITDA,날짜,시가총액,주가,주식수,GP/A,PBR,유동비율,NCAV,PER,PSR,PCR,2001-당기순이익,2000-당기순이익,1999-당기순이익,1998-당기순이익,1997-당기순이익,증자
00100939,1,1,000860,강남제비스코,272200000000.0,173690000000.0,41590000000.0,94930000000.0,77340000000.0,18580000000.0,98510000000.0,232010000000.0,24590000000.0,17990000000.0,15000000000.0,37010000000.0,2003-09-01,35692905600.0,36200.0,36200.0,0.15279206465833944,0.20549775807473084,1.2274372898888026,-0.10030004393926394,1.921039052744887,0.15384209990948666,1.451521171207808,1700000000.0,4780000000.0,8910000000.0,19240000000.0,,0
00101220,1,1,001390,KG케미칼,118690000000.0,-6940000000.0,26260000000.0,69570000000.0,15950000000.0,-8660000000.0,125630000000.0,136750000000.0,1260000000.0,4200000000.0,0.0,7690000000.0,2003-09-01,313084254450.0,3300.0,3300.0,0.2212486308871851,-45.11300496397695,4.361755485893417,-0.17905723204918586,-36.152916218244805,2.2894643835466177,248.47956702380952,-2890000000.0,16900000000.0,-14450000000.0,-40270000000.0,,0
00101488,1,1,009450,경동나비엔,159980000000.0,96920000000.0,54810000000.0,117440000000.0,55729999999.0,17240000000.0,63060000000.0,210790000000.0,18430000000.0,22750000000.0,12000000000.0,29080000000.0,2003-09-01,41126400000.0,17800.0,17800.0,0.3426053256657082,0.4243334709038382,2.1073030684031457,1.3222650171179582,2.385522041763341,0.1951060296978035,2.231492132392838,10890000000.0,6140000000.0,6680000000.0,1830000000.0,,0
00101628,1,1,000050,경방,559260000000.0,358070000000.0,46780000000.0,93550000000.0,175220000000.0,-600000000.0,201200000000.0,330180000000.0,8150000000.0,50000000.0,3800000000.0,25920000000.0,2003-09-01,61776000000.0,29700.0,29700.0,0.08364624682616315,0.17252492529393693,0.5339002396986645,-1.7425861175861175,-102.96,0.18709794657459566,7.5798773006134965,-310000000.0,2350000000.0,9240000000.0,4510000000.0,,1
00102432,1,1,013580,계룡건설산업,458670000000.0,203490000000.0,69190000000.0,251490000000.0,165640000000.0,33400000000.0,255180000000.0,557010000000.0,-27339999999.0,46550000000.0,60000000000.0,50660000000.0,2003-09-01,95114159550.0,10650.0,10650.0,0.15084919440992434,0.46741441618752766,1.5182926829268293,-0.03879548552453145,2.8477293278443114,0.1707584415899176,-3.4789378037117387,25550000000.0,15569999999.0,12890000000.0,5180000000.0,,0
00102618,1,1,012200,계양전기,130809999999.0,107830000000.0,30230000000.0,80510000000.0,19410000000.0,11500000000.0,22980000000.0,139570000000.0,6590000000.0,15040000000.0,10000000000.0,19440000000.0,2003-09-01,68949000000.0,2035.0,2035.0,0.23109853986874931,0.6394231660947788,4.147861926841834,0.8343848351680228,5.995565217391304,0.49401017410618325,10.46267071320182,10550000000.0,8760000000.0,10700000000.0,4450000000.0,,0
00102858,1,1,010130,고려아연,1629790000000.0,636890000000.0,132450000000.0,551080000000.0,452050000000.0,87600000000.0,992910000000.0,1470390000000.0,94730000000.0,58160000000.0,50000000000.0,260950000000.0,2003-09-01,464202000000.0,24400.0,24400.0,0.08126813883997325,0.7288574165083452,1.219068687092136,-0.951805464000586,5.2991095890410955,0.3156999163487238,4.900263907948907,35980000000.0,8940000000.0,45520000000.0,59300000000.0,,0
00103006,1,1,002240,고려제강,723210000000.0,480470000000.0,91560000000.0,202060000000.0,163980000000.0,29110000000.0,242740000000.0,459710000000.0,14130000000.0,21450000000.0,9800000000.0,55650000000.0,2003-09-01,113250000000.0,14850.0,14850.0,0.1266022317169287,0.23570670385247777,1.2322234418831566,-0.359205298013245,3.8904156647200274,0.24635096038807075,8.014861995753716,40800000000.0,16190000000.0,30010000000.0,35890000000.0,,1
00104388,1,1,007690,국도화학,177980000000.0,123330000000.0,27589999999.0,117909999999.0,0.0,9270000000.0,54640000000.0,186430000000.0,21310000000.0,13010000000.0,60000000000.0,18050000000.0,2003-09-01,72051638400.0,12650.0,12650.0,0.155017417681762,0.5842182631963027,inf,0.8781202121699428,7.772560776699029,0.38648092259829425,3.3811186485218205,5950000000.0,7390000000.0,8740000000.0,6060000000.0,,0
00104999,1,1,008600,윌비스,325580000000.0,170860000000.0,34410000000.0,97230000000.0,113350000000.0,-8480000000.0,154720000000.0,181080000000.0,4340000000.0,5340000000.0,0.0,370000000.0,2003-09-01,42599375200.0,3210.0,3210.0,0.10568831009275755,0.24932327753716493,0.8577856197617998,-1.3495503098364692,-5.023511226415095,0.23525168544289818,9.815524239631337,68010000000.0,6470000000.0,11680000000.0,7690000000.0,,0
00105271,1,1,002380,케이씨씨,2396220000000.0,1262920000000.0,547339999999.0,852360000000.0,685290000000.0,167720000000.0,1133300000000.0,2079309999999.0,305800000000.0,266380000000.0,400000000000.0,433260000000.0,2003-09-01,999400000000.0,97000.0,97000.0,0.22841809182754505,0.7913407024989706,1.2437945979074552,-0.2811086651991195,5.958740758406869,0.48064021237837584,3.2681491170699806,89550000000.0,67740000000.0,75440000000.0,13030000000.0,,0
00105280,1,1,005440,현대그린푸드,392120000000.0,205840000000.0,911379999999.0,208410000000.0,166420000000.0,103190000000.0,186280000000.0,3388819999999.0,240669999999.0,177930000000.0,0.0,268919999999.0,2003-09-01,88936099450.0,15900.0,15900.0,2.3242374783204123,0.43206422196851924,1.2523134238673237,0.24883034152449554,0.8618674236844656,0.02624397266600948,0.369535461213984,95000000000.0,80130000000.0,46260000000.0,26389999999.0,,0
00105299,1,1,014280,금강공업,149350000000.0,87910000000.0,35990000000.0,90570000000.0,44830000000.0,19800000000.0,61440000000.0,187780000000.0,18020000000.0,21260000000.0,10000000000.0,26220000000.0,2003-09-01,37682280640.0,7640.0,7640.0,0.24097756946769333,0.42864612262541235,2.0202989069819317,0.7730423823944006,1.9031454868686868,0.20067249249121313,2.0911365504994452,28800000000.0,969999999.0,-1580000000.0,-63850000000.0,,0
00105855,1,1,010120,엘에스일렉트릭,962360000000.0,161330000000.0,254119999999.0,264419999999.0,413280000000.0,4170000000.0,801030000000.0,873450000000.0,144330000000.0,112600000000.0,0.0,184730000000.0,2003-09-01,255000000000.0,8240.0,8240.0,0.264059187828879,1.5806111696522656,0.6398083623669183,-2.1043529411803923,61.15107913669065,0.29194573244032285,1.7667844522968197,-16330000000.0,81780000000.0,-174380000000.0,-68429999999.0,,0
00105873,1,1,034220,LG디스플레이,4637330000000.0,1865890000000.0,411660000000.0,1034500000000.0,1334650000000.0,288790000000.0,2771430000000.0,3566750000000.0,851200000000.0,282180000000.0,0.0,1375500000000.0,2003-09-01,,,,0.0887709091222751,,0.7751095792904507,,,,,-381600000000.0,494770000000.0,617180000000.0,450000000.0,,0
00105952,1,1,006260,LS,2532970000000.0,1074810000000.0,306250000000.0,858210000000.0,939540000000.0,78490000000.0,1458170000000.0,2383400000000.0,90280000000.0,99510000000.0,100000000000.0,244230000000.0,2003-09-01,481390000000.0,14800.0,14800.0,0.12090549828857033,0.44788381202259003,0.9134363624752538,-1.2463075676686262,6.133137979360428,0.20197616849878325,5.3321887461231725,102290000000.0,82360000000.0,96950000000.0,20680000000.0,,0
