기업코드,IFRS,CFS,종목코드,회사명,자산총계,자본총계,매출총이익,유동자산,유동부채,당기순이익,부채총계,날짜,시가총액,주가,주식수,GP/A,PBR,유동비율,NCAV,PER,2001-당기순이익,2000-당기순이익,1999-당기순이익,1998-당기순이익,1997-당기순이익
00100939,1,1,000860,강남제비스코,272200000000.0,173690000000.0,41590000000.0,94930000000.0,77340000000.0,18580000000.0,98510000000.0,2003-12-01,31070000000.0,23900.0,23900.0,0.15279206465833944,0.17888191605734355,1.2274372898888026,-0.11522368844544577,1.6722282023681379,1700000000.0,4780000000.0,8910000000.0,19240000000.0,
00101220,1,1,001390,KG케미칼,118690000000.0,-6940000000.0,26260000000.0,69570000000.0,15950000000.0,-8660000000.0,125630000000.0,2003-12-01,55250162550.0,495.0,495.0,0.2212486308871851,-7.961118523054755,4.361755485893417,-1.01465764827872,-6.3799263914549655,-2890000000.0,16900000000.0,-14450000000.0,-40270000000.0,
00101488,1,1,009450,경동나비엔,159980000000.0,96920000000.0,54810000000.0,117440000000.0,55729999999.0,17240000000.0,63060000000.0,2003-12-01,36403200000.0,15800.0,15800.0,0.3426053256657082,0.37560049525381756,2.1073030684031457,1.4938247187060478,2.111554524361949,10890000000.0,6140000000.0,6680000000.0,1830000000.0,
00101628,1,1,000050,경방,559260000000.0,358070000000.0,46780000000.0,93550000000.0,175220000000.0,-600000000.0,201200000000.0,2003-12-01,81120000000.0,39000.0,39000.0,0.08364624682616315,0.2265478816991091,0.5339002396986645,-1.3270463510848127,-135.2,-310000000.0,2350000000.0,9240000000.0,4510000000.0,
00102432,1,1,013580,계룡건설산업,458670000000.0,203490000000.0,69190000000.0,251490000000.0,165640000000.0,33400000000.0,255180000000.0,2003-12-01,88594597440.0,9920.0,9920.0,0.15084919440992434,0.43537568155683326,1.5182926829268293,-0.04165039524559072,2.65253285748503,25550000000.0,15569999999.0,12890000000.0,5180000000.0,
00102618,1,1,012200,계양전기,130809999999.0,107830000000.0,30230000000.0,80510000000.0,19410000000.0,11500000000.0,22980000000.0,2003-12-01,60310000000.0,1850.0,1850.0,0.23109853986874931,0.559306315496615,4.147861926841834,0.9539048250704693,5.2443478260869565,10550000000.0,8760000000.0,10700000000.0,4450000000.0,
00102858,1,1,010130,고려아연,1629790000000.0,636890000000.0,132450000000.0,551080000000.0,452050000000.0,87600000000.0,992910000000.0,2003-12-01,494394000000.0,26200.0,26200.0,0.08126813883997325,0.7762627769316522,1.219068687092136,-0.8936799394814662,5.643767123287671,35980000000.0,8940000000.0,45520000000.0,59300000000.0,
00103006,1,1,002240,고려제강,723210000000.0,480470000000.0,91560000000.0,202060000000.0,163980000000.0,29110000000.0,242740000000.0,2003-12-01,109875000000.0,14650.0,14650.0,0.1266022317169287,0.2286823318833642,1.2322234418831566,-0.3702389078498293,3.7744761250429404,40800000000.0,16190000000.0,30010000000.0,35890000000.0,
00104388,1,1,007690,국도화학,177980000000.0,123330000000.0,27589999999.0,117909999999.0,0.0,9270000000.0,54640000000.0,2003-12-01,71761107600.0,12350.0,12350.0,0.155017417681762,0.5818625443930917,inf,0.8816753547293353,7.741219805825243,5950000000.0,7390000000.0,8740000000.0,6060000000.0,
00104856,1,1,016360,삼성증권,0.0,0.0,0.0,0.0,0.0,61590000000.0,0.0,2003-12-01,1757764839500.0,26300.0,26300.0,,inf,,0.0,28.539776578990097,194340000000.0,123609999999.0,124909999999.0,12280000000.0,
00104999,1,1,008600,윌비스,325580000000.0,170860000000.0,34410000000.0,97230000000.0,113350000000.0,-8480000000.0,154720000000.0,2003-12-01,37337099440.0,2980.0,2980.0,0.10568831009275755,0.21852451972375045,0.8577856197617998,-1.5397553870617433,-4.402959839622642,68010000000.0,6470000000.0,11680000000.0,7690000000.0,
00105271,1,1,002380,케이씨씨,2396220000000.0,1262920000000.0,547339999999.0,852360000000.0,685290000000.0,167720000000.0,1133300000000.0,2003-12-01,976256000000.0,92800.0,92800.0,0.22841809182754505,0.7730149178095208,1.2437945979074552,-0.2877728792447882,5.820748867159551,89550000000.0,67740000000.0,75440000000.0,13030000000.0,
00105280,1,1,005440,현대그린푸드,392120000000.0,205840000000.0,911379999999.0,208410000000.0,166420000000.0,103190000000.0,186280000000.0,2003-12-01,86426930500.0,15500.0,15500.0,2.3242374783204123,0.4198743222891566,1.2523134238673237,0.2560544482139164,0.8375514148657816,95000000000.0,80130000000.0,46260000000.0,26389999999.0,
00105299,1,1,014280,금강공업,149350000000.0,87910000000.0,35990000000.0,90570000000.0,44830000000.0,19800000000.0,61440000000.0,2003-12-01,32632078080.0,6720.0,6720.0,0.24097756946769333,0.37119870412922307,2.0202989069819317,0.8926798939554388,1.6480847515151515,28800000000.0,969999999.0,-1580000000.0,-63850000000.0,
00105855,1,1,010120,엘에스일렉트릭,962360000000.0,161330000000.0,254119999999.0,264419999999.0,413280000000.0,4170000000.0,801030000000.0,2003-12-01,384000000000.0,12800.0,12800.0,0.264059187828879,2.380214467241059,0.6398083623669183,-1.3974218750026042,92.0863309352518,-16330000000.0,81780000000.0,-174380000000.0,-68429999999.0,
00105873,1,1,034220,LG디스플레이,4637330000000.0,1865890000000.0,411660000000.0,1034500000000.0,1334650000000.0,288790000000.0,2771430000000.0,2003-12-01,,,,0.0887709091222751,,0.7751095792904507,,,-381600000000.0,494770000000.0,617180000000.0,450000000.0,
00105952,1,1,006260,LS,2532970000000.0,1074810000000.0,306250000000.0,858210000000.0,939540000000.0,78490000000.0,1458170000000.0,2003-12-01,484610000000.0,15050.0,15050.0,0.12090549828857033,0.45087969036387826,0.9134363624752538,-1.2380264542621902,6.174162313670531,102290000000.0,82360000000.0,96950000000.0,20680000000.0,
00106119,1,1,001570,금양,61729999999.0,6420000000.0,7920000000.0,24110000000.0,45720000000.0,-31589999999.0,55310000000.0,2003-12-01,10834480970.0,370.0,370.0,0.12830066418480968,1.6876138582554516,0.5273403324584427,-2.8796949375231584,-0.34297185724415863,-2620000000.0,-5690000000.0,3560000000.0,3960000000.0,
00106313,1,1,002990,금호산업,11263540000000.0,1226180000000.0,1402850000000.0,3747860000000.0,6341810000000.0,11070000000.0,10037360000000.0,2003-12-01,100744945760.0,2480.0,2480.0,0.12454787748789457,0.08216162860265214,0.5909763931748192,-62.429930876961144,9.100717774164409,-289130000000.0,-103420000000.0,49380000000.0,5590000000.0,
00106368,1,1,011780,금호석유화학,12794180000000.0,1419400000000.0,1653990000000.0,2775810000000.0,4728070000000.0,9150000000.0,11374780000000.0,2003-12-01,137005204755.0,4665.0,4665.0,0.12927674927193458,0.09652332306256164,0.5870915616731562,-62.76381992477684,14.973246421311476,-102060000000.0,-24260000000.0,61990000000.0,2200000000.0,
00106395,1,1,001210,금호전기,186240000000.0,96380000000.0,26650000000.0,61670000000.0,65940000000.0,3700000000.0,89860000000.0,2003-12-01,200595763600.0,38200.0,38200.0,0.14309493127147765,2.081300722141523,0.935244161358811,-0.14053138258798203,54.215071243243244,-869999999.0,-11860000000.0,-1130000000.0,-14590000000.0,
00106641,1,1,000270,기아자동차,10815200000000.0,3950080000000.0,3750750000000.0,4498150000000.0,4541070000000.0,722270000000.0,6865120000000.0,2003-12-01,3867102391250.0,10750.0,10750.0,0.3468035727494637,0.9789934358924376,0.9905484830667662,-0.6120784402698223,5.354095270812854,552240000000.0,330700000000.0,135740000000.0,-3631000000000.0,
00107613,1,1,007660,이수페타시스,142220000000.0,89460000000.0,16169999999.0,49540000000.0,32010000000.0,1620000000.0,52760000000.0,2003-12-01,58900000000.0,1900.0,1900.0,0.11369708900998453,0.6583948133243908,1.5476413620743517,-0.05466893039049236,36.358024691358025,130000000.0,15160000000.0,8200000000.0,9810000000.0,
00107677,1,1,002070,남영비비안,158320000000.0,102630000000.0,63020000000.0,97490000000.0,46060000000.0,13040000000.0,55690000000.0,2003-12-01,33378212700.0,24300.0,24300.0,0.3980545730166751,0.32522861444022216,2.1165870603560575,1.2523139083477648,2.5596788880368098,4810000000.0,4310000000.0,470000000.0,-690000000.0,
00108001,1,1,091590,남화토건,76950000000.0,43360000000.0,15340000000.0,15230000000.0,20140000000.0,7759999999.0,33580000000.0,2003-12-01,,,,0.19935022742040287,,0.7562065541211519,,,2550000000.0,2089999999.0,2010000000.0,,
00108135,1,1,005250,녹십자홀딩스,406360000000.0,218850000000.0,117920000000.0,181390000000.0,167910000000.0,16469999999.0,187510000000.0,2003-12-01,120823778900.0,25850.0,25850.0,0.29018604193326114,0.5520848933059173,1.0802811029718302,-0.05065228099731286,7.335991433353733,6060000000.0,50010000000.0,13000000000.0,8509999999.0,
00108241,1,1,004370,농심,1328740000000.0,720690000000.0,426550000000.0,415020000000.0,467580000000.0,82390000000.0,608050000000.0,2003-12-01,1243727649000.0,215500.0,215500.0,0.3210184084169965,1.7257456728968072,0.8875914282047992,-0.1552027890955088,15.095614140065543,35090000000.0,75040000000.0,53320000000.0,48330000000.0,
00108940,1,1,016710,대성홀딩스,518030000000.0,159930000000.0,61829999999.0,175610000000.0,189550000000.0,6380000000.0,358100000000.0,2003-12-01,49478000000.0,17300.0,17300.0,0.1193560218500859,0.3093728506221472,0.9264573991031391,-3.68830591373944,7.755172413793104,10670000000.0,15030000000.0,12250000000.0,11430000000.0,
00109286,1,1,000490,대동공업,258219999999.0,158760000000.0,52200000000.0,120109999999.0,71370000000.0,-2860000000.0,99460000000.0,2003-12-01,19267306520.0,4060.0,4060.0,0.2021532026961589,0.1213612151675485,1.6829199943813928,1.0717637142256873,-6.7368204615384615,3629999999.0,5730000000.0,7450000000.0,1520000000.0,
00109693,1,1,000210,대림산업,3597880000000.0,1655090000000.0,479150000000.0,1681190000000.0,1248800000000.0,120420000000.0,1942790000000.0,2003-12-01,1307450000000.0,33100.0,33100.0,0.13317564788153025,0.7899570416110302,1.346244394618834,-0.20008413323645263,10.8574157116758,31630000000.0,39570000000.0,187270000000.0,76390000000.0,
