기업코드,IFRS,CFS,종목코드,회사명,자산총계,자본총계,매출총이익,유동자산,유동부채,당기순이익,부채총계,매출액(수익),영업활동으로인한현금흐름,날짜,시가총액,주가,주식수,GP/A,PBR,유동비율,NCAV,PER,PSR,PCR,2009-당기순이익,2008-당기순이익,2007-당기순이익,2006-당기순이익,2005-당기순이익,증자
00100939,1,1,000860,강남제비스코,394310000000.0,297710000000.0,55140000000.0,177080000000.0,73960000000.0,24820000000.0,96600000000.0,358250000000.0,9120000000.0,2011-12-01,89050000000.0,13700.0,13700.0,0.13983921280211,0.29911658997010515,2.394267171444024,0.9037619314991577,3.587832393231265,0.24856943475226798,9.764254385964913,24720000000.0,8790000000.0,12530000000.0,12540000000.0,11710000000.0,0
00101044,1,1,003060,에이프로젠제약,78700000000.0,42810000000.0,9750000000.0,45600000000.0,28250000000.0,-700000000.0,35890000000.0,16690000000.0,250000000.0,2011-12-01,105959034200.0,2900.0,2900.0,0.12388818297331639,2.4751000747488905,1.6141592920353982,0.09163918936512919,-151.37004885714285,6.348653936488915,423.8361368,-8100000000.0,-5490000000.0,-10500000000.0,-2730000000.0,-5380000000.0,0
00101220,1,1,001390,KG케미칼,518780000000.0,215640000000.0,46440000000.0,180430000000.0,223960000000.0,6260000000.0,303150000000.0,388520000000.0,2760000000.0,2011-12-01,79608000000.0,7440.0,7440.0,0.0895177146381896,0.3691708402893712,0.8056349348097874,-1.541553612702241,12.716932907348243,0.2049006486152579,28.843478260869563,8490000000.0,5900000000.0,-3700000000.0,11300000000.0,9640000000.0,0
00101257,1,1,000800,경남기업,2376010000000.0,388560000000.0,84170000000.0,1846020000000.0,1162830000000.0,-42760000000.0,1987459999999.0,0.0,0.0,2011-12-01,121808601510.0,7710.0,7710.0,0.03542493508023956,0.31348723880481777,1.5875235417042903,-1.16116594596473,-2.848657659260992,inf,inf,22650000000.0,13160000000.0,36750000000.0,33110000000.0,25610000000.0,0
00101336,1,1,008020,경남에너지,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45090000000.0,2011-12-01,96692108700.0,3245.0,3245.0,,inf,,0.0,inf,inf,2.144424677312043,13319999999.0,12730000000.0,11550000000.0,10800000000.0,9020000000.0,0
00101433,1,1,002100,경농,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-12-01,63556827500.0,2930.0,2930.0,,inf,,0.0,inf,inf,inf,16780000000.0,11570000000.0,15010000000.0,13290000000.0,8980000000.0,0
00101488,1,1,009450,경동나비엔,233930000000.0,153750000000.0,89100000000.0,121159999999.0,65670000000.0,7690000000.0,80180000000.0,307890000000.0,22320000000.0,2011-12-01,74653528600.0,5860.0,5860.0,0.3808831701791134,0.48555140552845527,1.844982488183341,0.5489358743988425,9.707871079323796,0.24246818214297314,3.344692141577061,3700000000.0,7740000000.0,7650000000.0,5990000000.0,4970000000.0,0
00101549,1,1,011040,경동제약,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-12-01,135405000000.0,10200.0,10200.0,,inf,,0.0,inf,inf,inf,13480000000.0,11430000000.0,16330000000.0,18250000000.0,19350000000.0,0
00101628,1,1,000050,경방,1431700000000.0,731500000000.0,99250000000.0,112370000000.0,167880000000.0,18790000000.0,700200000000.0,333750000000.0,19980000000.0,2011-12-01,203840000000.0,98000.0,98000.0,0.0693231822309143,0.2786602870813397,0.6693471527281392,-2.8837813971742543,10.84832357637041,0.6107565543071161,10.202202202202201,6480000000.0,-14930000000.0,60490000000.0,-21700000000.0,770000000.0,0
00101752,1,1,025880,케이씨피드,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-12-01,18204000000.0,1640.0,1640.0,,inf,,0.0,inf,inf,inf,4590000000.0,1639999999.0,1970000000.0,3190000000.0,3310000000.0,0
