기업코드,IFRS,CFS,종목코드,회사명,자산총계,자본총계,매출총이익,유동자산,유동부채,당기순이익,부채총계,날짜,시가총액,주가,주식수,GP/A,PBR,유동비율,NCAV,PER,2014-당기순이익,2013-당기순이익,2012-당기순이익,2011-당기순이익,2010-당기순이익
00100601,1,1,114190,강원,85460000000.0,56579999999.0,7920000000.0,62929999999.0,18860000000.0,100000000.0,28870000000.0,2016-12-01,38742696200.0,2540.0,2540.0,0.09267493564240581,0.6847418911397091,3.3366914103393426,0.8791334455189518,387.426962,1120000000.0,3920000000.0,8970000000.0,919999999.0,1720000000.0
00100717,1,1,023430,아이이,64020000000.0,56029999999.0,1510000000.0,6170000000.0,5250000000.0,-12370000000.0,7990000000.0,2016-12-01,198501215892.0,708.0,708.0,0.02358637925648235,3.542766658853164,1.1752380952380952,-0.00916870958105476,-16.04698592497979,-1180000000.0,-3100000000.0,-21930000000.0,-2370000000.0,1510000000.0
00100939,1,1,000860,강남제비스코,522260144956.0,435044200151.0,56242410970.0,268680000000.0,57120000000.0,43490000000.0,94220000000.0,2016-12-01,232700000000.0,35800.0,35800.0,0.10769041350980052,0.5348881789924608,4.703781512605042,0.7497206703910615,5.350655323062773,26900000000.0,23050000000.0,21930000000.0,17040000000.0,21830000000.0
00101044,1,1,003060,에이프로젠제약,85221294726.0,67745286496.0,15082785226.0,49140000000.0,9890000000.0,1550000000.0,17480000000.0,2016-12-01,283055314500.0,3500.0,3500.0,0.17698376062571627,4.178228909205557,4.968655207280081,0.11185092940553144,182.61633193548388,-3850000000.0,-14900000000.0,-25260000000.0,-4670000000.0,-700000000.0
00101220,1,1,001390,KG케미칼,1142452650982.0,464019139958.0,203522282694.0,582530000000.0,486289999999.0,41850000000.0,678430000000.0,2016-12-01,164392945600.0,14200.0,14200.0,0.17814504830380634,0.35428052733962606,1.197906598945481,-0.5833583652265916,3.9281468482676223,5470000000.0,-8630000000.0,-12540000000.0,-6530000000.0,5070000000.0
00101336,1,1,008020,경남에너지,588590000000.0,323270000000.0,98000000000.0,204780000000.0,168990000000.0,22510000000.0,265319999999.0,2016-12-01,,,,0.16649960074075332,,1.2117876797443636,,,23250000000.0,17350000000.0,24210000000.0,26070000000.0,17160000000.0
00101433,1,1,002100,경농,316341852891.0,174667647960.0,69313073738.0,161180000000.0,114380000000.0,6980000000.0,141670000000.0,2016-12-01,125812150000.0,5800.0,5800.0,0.21910813603877696,0.7202945220216842,1.4091624409861865,0.15507246319214799,18.024663323782235,9270000000.0,13750000000.0,6590000000.0,3150000000.0,9300000000.0
00101488,1,1,009450,경동나비엔,402084368451.0,206076608904.0,159979930946.0,158250000000.0,177130000000.0,16750000000.0,196010000000.0,2016-12-01,610859504500.0,47950.0,47950.0,0.3978765241790193,2.9642350373911994,0.8934116185852199,-0.06181454118636866,36.46922414925373,9080000000.0,9250000000.0,9210000000.0,9450000000.0,7680000000.0
00101549,1,1,011040,경동제약,233410410013.0,204439578745.0,90642830990.0,85610000000.0,20500000000.0,13280000000.0,28970000000.0,2016-12-01,240941250000.0,18150.0,18150.0,0.388340995523514,1.1785450326158664,4.1760975609756095,0.23507805325987144,18.14316641566265,24960000000.0,18740000000.0,7959999999.0,20240000000.0,19980000000.0
00101628,1,1,000050,경방,1318643312104.0,662952917600.0,101759493333.0,108090000000.0,185950000000.0,16690000000.0,655690000000.0,2016-12-01,477025698000.0,17400.0,17400.0,0.077169839939987,0.7195468717852732,0.5812852917450928,-1.1479465410268106,28.581527741162372,14240000000.0,15100000000.0,-7070000000.0,-1820000000.0,22220000000.0
00101752,1,1,025880,케이씨피드,99714046083.0,44140243190.0,9891470953.0,39600000000.0,36880000000.0,-2139999999.0,55570000000.0,2016-12-01,77684847760.0,4810.0,4810.0,0.09919837115792629,1.759955137211377,1.0737527114967462,-0.20557419445987468,-36.3013307459352,-3440000000.0,1870000000.0,4320000000.0,1989999999.0,3030000000.0
00102113,1,1,012610,경인양행,326687437019.0,201125303678.0,43040652966.0,176660000000.0,109309999999.0,3670000000.0,125559999999.0,2016-12-01,176330133225.0,4365.0,4365.0,0.1317487239752558,0.8767177973155637,1.6161375903541866,0.2897973197570015,48.04635782697547,9090000000.0,12330000000.0,4480000000.0,2790000000.0,6320000000.0
00102140,1,1,009140,경인전자,64239944387.0,59623118439.0,7211046830.0,39260000000.0,3850000000.0,1340000000.0,4620000000.0,2016-12-01,34321914450.0,21850.0,21850.0,0.11225176015966902,0.5756477579265585,10.197402597402597,1.0092677100067768,25.613368992537314,290000000.0,890000000.0,570000000.0,1200000000.0,3260000000.0
00102353,1,1,024910,경창산업,579880000000.0,138930000000.0,73770000000.0,187500000000.0,279060000000.0,13540000000.0,440939999999.0,2016-12-01,108696400000.0,6190.0,6190.0,0.1272159757191143,0.7823824947815446,0.6718985164480756,-2.3316319583629266,8.027799113737075,21150000000.0,23050000000.0,9410000000.0,4310000000.0,10990000000.0
00102432,1,1,013580,계룡건설산업,1224680000000.0,317920000000.0,108250000000.0,697330000000.0,788780000000.0,16900000000.0,906760000000.0,2016-12-01,126818879400.0,14200.0,14200.0,0.08839043668550152,0.39890186021640667,0.8840614620046148,-1.651410271016793,7.504075704142012,-119630000000.0,-92180000000.0,2580000000.0,5510000000.0,14250000000.0
00102618,1,1,012200,계양전기,211580000000.0,160450000000.0,58010000000.0,100140000000.0,42910000000.0,9580000000.0,51140000000.0,2016-12-01,161533000000.0,4955.0,4955.0,0.2741752528594385,1.006749766282331,2.333721743183407,0.30334358923563604,16.861482254697286,6500000000.0,7820000000.0,8350000000.0,8359999999.0,5540000000.0
00102751,1,1,002140,고려산업,159959339339.0,79342018649.0,29576225991.0,83060000000.0,72610000000.0,5400000000.0,80620000000.0,2016-12-01,139660780000.0,5600.0,5600.0,0.18489840051364204,1.7602372913883537,1.1439195703071203,0.017470903427576446,25.86310740740741,8209999999.0,3760000000.0,4690000000.0,4160000000.0,5660000000.0
00102760,1,1,011160,두산건설,4225710000000.0,1414310000000.0,70300000000.0,1688090000000.0,2368570000000.0,-520750000000.0,2811400000000.0,2016-12-01,226422716520.0,3705.0,3705.0,0.01663625757565001,0.160094121175697,0.7127042899302111,-4.961118819103902,-0.43480118390782524,-48940000000.0,-33680000000.0,-614850000000.0,-293450000000.0,5950000000.0
00102858,1,1,010130,고려아연,5907933006646.0,5219368828324.0,841958810464.0,2537910000000.0,390030000000.0,513989999999.0,688560000000.0,2016-12-01,8868900000000.0,470000.0,470000.0,0.14251326301717654,1.6992284492084662,6.506961002999769,0.20852078611778235,17.255004961219587,462450000000.0,467670000000.0,596360000000.0,676790000000.0,490820000000.0
00103006,1,1,002240,고려제강,2425790000000.0,1456030000000.0,233019999999.0,899829999999.0,725050000000.0,18350000000.0,969760000000.0,2016-12-01,765900000000.0,42550.0,42550.0,0.09605942806219829,0.5260193814687885,1.2410592372926006,-0.0913043478273926,41.73841961852861,10170000000.0,24060000000.0,90330000000.0,33420000000.0,78270000000.0
00103042,1,1,009070,케이씨티시,363554473900.0,172021197230.0,54771277997.0,99770000000.0,117690000000.0,9070000000.0,191530000000.0,2016-12-01,101700000000.0,3390.0,3390.0,0.15065494149871334,0.5912062096860224,0.8477355765145722,-0.9022615535889872,11.212789415656008,6420000000.0,-21840000000.0,4560000000.0,2170000000.0,1650000000.0
00103130,1,1,009810,엔케이물산,45800000000.0,39520000000.0,2010000000.0,21710000000.0,2430000000.0,2160000000.0,6280000000.0,2016-12-01,65263672960.0,985.0,985.0,0.04388646288209607,1.6514087287449393,8.934156378600823,0.23642555345386432,30.214663407407407,-9480000000.0,-40000000.0,-5700000000.0,-490000000.0,2340000000.0
00103510,1,1,023800,인지컨트롤스,472137335484.0,202648003140.0,67625388965.0,201000000000.0,218280000000.0,8710000000.0,269490000000.0,2016-12-01,74663630400.0,4925.0,4925.0,0.14323245353108008,0.36844000060744936,0.9208356239692138,-0.9173140876364351,8.572173409873708,5540000000.0,13510000000.0,9770000000.0,6959999999.0,15430000000.0
00103592,1,1,009290,광동제약,663786480731.0,377727717970.0,232643658483.0,396630000000.0,223000000000.0,36080000000.0,286060000000.0,2016-12-01,426181518630.0,8130.0,8130.0,0.35047965759531496,1.1282770587247408,1.778609865470852,0.2594434417415319,11.812126347838138,34480000000.0,21440000000.0,26680000000.0,29030000000.0,25210000000.0
00103662,1,1,017040,광명전기,131457603343.0,87829336423.0,17657252964.0,83060000000.0,37680000000.0,8890000000.0,43630000000.0,2016-12-01,118961753175.0,2745.0,2745.0,0.13431899346231488,1.3544648977200664,2.204352441613588,0.3314510668146935,13.381524541619797,6980000000.0,5300000000.0,-1560000000.0,-80000000.0,300000000.0
00104102,1,1,010050,우리종금,0.0,0.0,0.0,0.0,0.0,10430000000.0,0.0,2016-12-01,299222349186.0,631.0,631.0,,inf,,0.0,28.688624083029723,5270000000.0,-36550000000.0,-70820000000.0,-14030000000.0,13630000000.0
00104388,1,1,007690,국도화학,681280000000.0,430720000000.0,138600000000.0,396240000000.0,0.0,56320000000.0,250569999999.0,2016-12-01,318421756800.0,54800.0,54800.0,0.20344058243306717,0.7392778528974739,inf,0.45747502138333784,5.653795397727273,15219999999.0,28110000000.0,26370000000.0,21900000000.0,26470000000.0
00104519,1,1,001140,국보,83085438266.0,18409443542.0,5871769047.0,26760000000.0,52450000000.0,-4040000000.0,64679999999.0,2016-12-01,22189766400.0,21600.0,21600.0,0.0706714578335784,1.2053469378026245,0.5102001906577693,-1.7088958628694713,-5.492516435643564,-6630000000.0,-3770000000.0,-1920000000.0,-180000000.0,869999999.0
00104698,1,1,000680,LS네트웍스,1521083340346.0,689885573698.0,215203504341.0,389330000000.0,390340000000.0,-75760000000.0,831200000000.0,2016-12-01,243895334520.0,3095.0,3095.0,0.14148041638010958,0.3535301270508464,0.9974125121688784,-1.8117197726214218,-3.2193153975712776,-18220000000.0,-12620000000.0,15690000000.0,17010000000.0,14200000000.0
00104722,1,1,002720,국제약품,136643777538.0,68458878528.0,52776268141.0,66560000000.0,32039999999.0,-5880000000.0,68179999999.0,2016-12-01,75480260310.0,4545.0,4545.0,0.38623250243739177,1.1025634940707978,2.0774032460074094,-0.02146256507789725,-12.836778964285715,-7490000000.0,2690000000.0,-18940000000.0,880000000.0,6859999999.0
00104768,1,1,000500,가온전선,520470000000.0,262580000000.0,39570000000.0,282040000000.0,157620000000.0,2139999999.0,257890000000.0,2016-12-01,92151686050.0,22150.0,22150.0,0.07602743673986974,0.35094708679259656,1.7893668316203528,0.26206791253821016,43.061535557505394,520000000.0,10840000000.0,6870000000.0,-12020000000.0,9710000000.0
00104786,1,1,007120,미래아이앤지,47974557521.0,44999006495.0,3258672955.0,36650000000.0,2080000000.0,1180000000.0,2980000000.0,2016-12-01,77249131905.0,1315.0,1315.0,0.06792502366642099,1.7166852764534575,17.620192307692307,0.43586250317229375,65.46536602118644,-18650000000.0,-11790000000.0,200000000.0,1530000000.0,-2330000000.0
