기업코드,IFRS,CFS,종목코드,회사명,자산총계,자본총계,매출총이익,유동자산,유동부채,당기순이익,부채총계,매출액(수익),영업활동으로인한현금흐름,날짜,시가총액,주가,주식수,GP/A,PBR,유동비율,NCAV,PER,2004-당기순이익,2003-당기순이익,2002-당기순이익,2001-당기순이익,2000-당기순이익,증자
00100717,1,1,023430,아이이,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1490000000.0,2006-12-01,52412044775.0,1675.0,1675.0,,inf,,0.0,inf,-9020000000.0,-7359999999.0,-75100000000.0,-4460000000.0,-8600000000.0,0
00100939,1,1,000860,강남제비스코,294970000000.0,217030000000.0,45520000000.0,103709999999.0,59979999999.0,12900000000.0,77940000000.0,263310000000.0,22660000000.0,2006-12-01,104650000000.0,16100.0,16100.0,0.15432077838424246,0.4821914021103073,1.7290763587984175,0.24624940276158624,8.112403100775193,18870000000.0,17520000000.0,17520000000.0,1700000000.0,4780000000.0,0
00101220,1,1,001390,KG케미칼,225980000000.0,86860000000.0,49160000000.0,117150000000.0,81880000000.0,9700000000.0,139120000000.0,259560000000.0,5280000000.0,2006-12-01,92341000000.0,8630.0,8630.0,0.2175413753429507,1.0631015427124109,1.430752320468979,-0.23792248297072807,9.519690721649484,6459999999.0,18790000000.0,-8660000000.0,-2890000000.0,16900000000.0,0
00101257,1,1,000800,경남기업,781420000000.0,315600000000.0,97740000000.0,637350000000.0,358480000000.0,26810000000.0,465810000000.0,0.0,0.0,2006-12-01,252780492800.0,17600.0,17600.0,0.12507998259578715,0.8009521318124208,1.7779234545860298,0.6786124914145274,9.428589809772474,17140000000.0,13160000000.0,19180000000.0,20040000000.0,7240000000.0,0
00101433,1,1,002100,경농,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11810000000.0,2006-12-01,65942920000.0,6080.0,6080.0,,inf,,0.0,inf,4600000000.0,500000000.0,6060000000.0,5940000000.0,4480000000.0,0
00101488,1,1,009450,경동나비엔,163030000000.0,115800000000.0,35920000000.0,112150000000.0,39020000000.0,4980000000.0,47240000000.0,179320000000.0,15600000000.0,2006-12-01,57600000000.0,25000.0,25000.0,0.22032754707722504,0.49740932642487046,2.8741670937980524,1.1269097222222222,11.566265060240964,5420000000.0,9320000000.0,17010000000.0,10890000000.0,6140000000.0,0
00101628,1,1,000050,경방,521050000000.0,341120000000.0,38170000000.0,86420000000.0,138330000000.0,1170000000.0,179930000000.0,198690000000.0,14140000000.0,2006-12-01,276640000000.0,133000.0,133000.0,0.07325592553497745,0.8109756097560976,0.6247379454926625,-0.33802053209947946,236.44444444444446,-9450000000.0,190000000.0,3529999999.0,-310000000.0,2350000000.0,0
00102113,1,1,012610,경인양행,124090000000.0,68930000000.0,17340000000.0,79070000000.0,44010000000.0,2660000000.0,55160000000.0,121280000000.0,-6470000000.0,2006-12-01,35400000000.0,11800.0,11800.0,0.13973728745265532,0.5135644857101407,1.7966371279254716,0.6754237288135593,13.308270676691729,4300000000.0,3010000000.0,4600000000.0,5760000000.0,2480000000.0,0
00102140,1,1,009140,경인전자,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710000000.0,2006-12-01,17278767000.0,11000.0,11000.0,,inf,,0.0,inf,-880000000.0,850000000.0,530000000.0,160000000.0,1540000000.0,0
00102432,1,1,013580,계룡건설산업,611990000000.0,306450000000.0,133730000000.0,387320000000.0,192360000000.0,55350000000.0,305550000000.0,958590000000.0,52490000000.0,2006-12-01,341607192750.0,38250.0,38250.0,0.21851664242879787,1.114724074889868,2.0135163235599918,0.2393684961424162,6.171765,36900000000.0,35430000000.0,31670000000.0,25550000000.0,15569999999.0,0
00102618,1,1,012200,계양전기,123030000000.0,106480000000.0,18780000000.0,80690000000.0,13319999999.0,2260000000.0,16550000000.0,117950000000.0,1600000000.0,2006-12-01,69764000000.0,2140.0,2140.0,0.15264569617166546,0.6551840721262209,6.057807808262599,0.9193853563442463,30.869026548672565,1030000000.0,1120000000.0,11190000000.0,10550000000.0,8760000000.0,0
00102645,1,1,012410,글로스텍,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3150000000.0,2006-12-01,14385000000.0,6850.0,6850.0,,inf,,0.0,inf,990000000.0,1630000000.0,-1810000000.0,-3629999999.0,3260000000.0,0
00102760,1,1,011160,두산건설,1790950000000.0,308400000000.0,238510000000.0,1181190000000.0,1020670000000.0,40060000000.0,1482540000000.0,1713770000000.0,171240000000.0,2006-12-01,1146721287500.0,12500.0,12500.0,0.13317513051732321,3.7182921125162127,1.157269244711807,-0.262792714572328,28.625094545681478,29700000000.0,-4830000000.0,-134240000000.0,51610000000.0,-330080000000.0,0
00102858,1,1,010130,고려아연,1872230000000.0,794090000000.0,232400000000.0,922729999999.0,597830000000.0,75240000000.0,1078140000000.0,1910720000000.0,131620000000.0,2006-12-01,1864356000000.0,98800.0,98800.0,0.12413004812442915,2.3477892934050297,1.5434655336784704,-0.08335854311140146,24.778787878787877,117520000000.0,42410000000.0,78850000000.0,35980000000.0,8940000000.0,0
00103006,1,1,002240,고려제강,933379999999.0,617890000000.0,134470000000.0,353080000000.0,213660000000.0,37760000000.0,315490000000.0,693980000000.0,-21830000000.0,2006-12-01,272000000000.0,27200.0,27200.0,0.14406779661032384,0.44020780397805437,1.652532060282692,0.1381985294117647,7.203389830508475,39020000000.0,37800000000.0,27310000000.0,40800000000.0,16190000000.0,0
00103042,1,1,009070,케이씨티시,173800000000.0,98450000000.0,30250000000.0,44720000000.0,47590000000.0,2920000000.0,75350000000.0,192580000000.0,8120000000.0,2006-12-01,21200000000.0,53000.0,53000.0,0.17405063291139242,0.21533773489080751,0.9396932128598445,-1.444811320754717,7.260273972602739,3790000000.0,2150000000.0,1220000000.0,1510000000.0,810000000.0,0
