기업코드,IFRS,CFS,종목코드,회사명,자산총계,자본총계,매출총이익,유동자산,유동부채,당기순이익,부채총계,매출액(수익),영업활동으로인한현금흐름,날짜,시가총액,주가,주식수,GP/A,PBR,유동비율,NCAV,PER,2015-당기순이익,2014-당기순이익,2013-당기순이익,2012-당기순이익,2011-당기순이익,증자
00100258,1,1,030270,에스마크,104609999999.0,47440000000.0,0.0,20550000000.0,55290000000.0,-20910000000.0,57170000000.0,21210000000.0,-5140000000.0,2017-12-01,66605276850.0,705.0,705.0,0.0,1.4039898155564925,0.3716766142159523,-0.5498062876079766,-3.185331269727403,-16419999999.0,-3720000000.0,490000000.0,-1100000000.0,-3779999999.0,1
00100601,1,1,114190,강원,77190000000.0,55090000000.0,7020000000.0,53720000000.0,12090000000.0,-1130000000.0,22100000000.0,42290000000.0,-15780000000.0,2017-12-01,38818961350.0,2545.0,2545.0,0.09094442285270113,0.7046462397894355,4.443341604631927,0.8145503872426509,-34.35306314159292,890000000.0,1120000000.0,3920000000.0,8970000000.0,919999999.0,0
00100717,1,1,023430,아이이,34490000000.0,9310000000.0,2250000000.0,6570000000.0,8109999999.0,-142120000000.0,25180000000.0,12120000000.0,4910000000.0,2017-12-01,,,,0.06523630037692085,,0.8101109742059323,,,-12280000000.0,-1180000000.0,-3100000000.0,-21930000000.0,-2370000000.0,0
00100939,1,1,000860,강남제비스코,560934377186.0,464239067735.0,59286415657.0,282580000000.0,63579999999.0,37320000000.0,102980000000.0,332330000000.0,31189999999.0,2017-12-01,247650000000.0,38100.0,38100.0,0.10569224862704615,0.5334535958127617,4.444479396106393,0.7252170401776701,6.635852090032154,26070000000.0,26900000000.0,23050000000.0,21930000000.0,17040000000.0,0
00101044,1,1,003060,에이프로젠제약,128690598783.0,78120480559.0,18625154353.0,83070000000.0,45150000000.0,-4770000000.0,50570000000.0,44120000000.0,450000000.0,2017-12-01,393187814950.0,4690.0,4690.0,0.14472816607533245,5.033095190102516,1.8398671096345516,0.0826576988509496,-82.42931131027254,890000000.0,-3850000000.0,-14900000000.0,-25260000000.0,-4670000000.0,0
00101220,1,1,001390,KG케미칼,1263528833800.0,510212080643.0,210223303894.0,649070000000.0,540589999999.0,28350000000.0,753320000000.0,808470000000.0,75890000000.0,2017-12-01,238295388450.0,19950.0,19950.0,0.16637792369309365,0.46705163889825146,1.2006696387302773,-0.43748223865387187,8.405481074074075,7590000000.0,5470000000.0,-8630000000.0,-12540000000.0,-6530000000.0,0
00101336,1,1,008020,경남에너지,574620000000.0,317030000000.0,108659999999.0,156230000000.0,156360000000.0,28580000000.0,257590000000.0,621330000000.0,52760000000.0,2017-12-01,,,,0.1890988827381574,,0.9991685853159376,,,23000000000.0,23250000000.0,17350000000.0,24210000000.0,26070000000.0,0
00101433,1,1,002100,경농,320915150778.0,183969131722.0,68613059895.0,156060000000.0,114390000000.0,6370000000.0,136950000000.0,203980000000.0,16000000000.0,2017-12-01,131452005000.0,6060.0,6060.0,0.21380436457630686,0.71453294239949,1.3642800944138473,0.14537625348506475,20.63610753532182,6490000000.0,9270000000.0,13750000000.0,6590000000.0,3150000000.0,0
00101488,1,1,009450,경동나비엔,429754701568.0,238762190243.0,200919853506.0,175420000000.0,170090000000.0,37470000000.0,190990000000.0,583250000000.0,61329999999.0,2017-12-01,599393945500.0,47050.0,47050.0,0.46752217665781254,2.510422378392355,1.0313363513434064,-0.025976238360252174,15.996635855350947,19320000000.0,9080000000.0,9250000000.0,9210000000.0,9450000000.0,0
00101549,1,1,011040,경동제약,238488083067.0,208571469647.0,94969255926.0,112480000000.0,27189999999.0,16950000000.0,29920000000.0,158600000000.0,25630000000.0,2017-12-01,305325000000.0,23000.0,23000.0,0.3982138424053653,1.4638866980069327,4.136815005668879,0.27040039302382707,18.013274336283185,13719999999.0,24960000000.0,18740000000.0,7959999999.0,20240000000.0,0
00101628,1,1,000050,경방,1301910959501.0,679843399077.0,109092332989.0,106000000000.0,155440000000.0,29470000000.0,622070000000.0,377450000000.0,67979999999.0,2017-12-01,374218435500.0,13650.0,13650.0,0.08379400464591927,0.5504479943587942,0.6819351518270715,-1.3790608667113622,12.698284204275534,21600000000.0,14240000000.0,15100000000.0,-7070000000.0,-1820000000.0,0
00101752,1,1,025880,케이씨피드,106278381652.0,52101913632.0,11751469794.0,51670000000.0,38420000000.0,750000000.0,54179999999.0,80780000000.0,2350000000.0,2017-12-01,36691308310.0,2195.0,2195.0,0.11057253235638496,0.7042218942120564,1.34487246225924,-0.0684085718010746,48.921744413333336,960000000.0,-3440000000.0,1870000000.0,4320000000.0,1989999999.0,1
00102113,1,1,012610,경인양행,344298515205.0,208293196152.0,46831688574.0,191410000000.0,119500000000.0,6840000000.0,136009999999.0,274869999999.0,19010000000.0,2017-12-01,230663244150.0,5710.0,5710.0,0.13602059406534409,1.1073969213169865,1.6017573221757322,0.24017697403481178,33.72269651315789,110000000.0,9090000000.0,12330000000.0,4480000000.0,2790000000.0,0
00102140,1,1,009140,경인전자,64297759365.0,59743629966.0,5804269230.0,46590000000.0,4270000000.0,2950000000.0,4550000000.0,26570000000.0,1330000000.0,2017-12-01,34321914450.0,21850.0,21850.0,0.09027171844435236,0.5744865932909089,10.911007025761124,1.2248733986340905,11.63454727118644,1250000000.0,290000000.0,890000000.0,570000000.0,1200000000.0,0
00102353,1,1,024910,경창산업,614040000000.0,146700000000.0,83130000000.0,199980000000.0,321560000000.0,9820000000.0,467339999999.0,645790000000.0,111259999999.0,2017-12-01,67254800000.0,3830.0,3830.0,0.13538205980066445,0.45845126107702794,0.6219057096653813,-3.9753296418842967,6.848757637474542,5470000000.0,21150000000.0,23050000000.0,9410000000.0,4310000000.0,0
00102432,1,1,013580,계룡건설산업,1513440000000.0,329410000000.0,153110000000.0,1006810000000.0,1072110000000.0,18620000000.0,1184030000000.0,1958509999999.0,125959999999.0,2017-12-01,151825419000.0,17000.0,17000.0,0.10116687810550798,0.460901062505692,0.9390920707763196,-1.1672617218332855,8.153889312567133,10280000000.0,-119630000000.0,-92180000000.0,2580000000.0,5510000000.0,0
00102618,1,1,012200,계양전기,243980000000.0,179130000000.0,68960000000.0,120470000000.0,53790000000.0,17230000000.0,64850000000.0,328920000000.0,18730000000.0,2017-12-01,154361000000.0,4735.0,4735.0,0.2826461185343061,0.8617261206944677,2.239635620003718,0.3603241751478677,8.958850841555426,9580000000.0,6500000000.0,7820000000.0,8350000000.0,8359999999.0,0
00102751,1,1,002140,고려산업,167843755913.0,85020282528.0,35282670407.0,86130000000.0,73870000000.0,6850000000.0,82820000000.0,172280000000.0,15780000000.0,2017-12-01,68084630250.0,2730.0,2730.0,0.21021139699285799,0.8008045636354769,1.1659672397454988,0.04861596498131823,9.939362080291971,4800000000.0,8209999999.0,3760000000.0,4690000000.0,4160000000.0,0
00102760,1,1,011160,두산건설,3030040000000.0,1064679999999.0,124359999999.0,1240280000000.0,1706730000000.0,-357030000000.0,1965359999999.0,1334160000000.0,-100500000000.0,2017-12-01,180441914030.0,2930.0,2930.0,0.04104236247673298,0.16947995081167064,0.7266995951322119,-4.018356842958611,-0.5053970647564631,-497980000000.0,-48940000000.0,-33680000000.0,-614850000000.0,-293450000000.0,1
00102858,1,1,010130,고려아연,6482637891567.0,5662704694368.0,942690163787.0,2894550000000.0,536770000000.0,594580000000.0,819929999999.0,5847510000000.0,680700000000.0,2017-12-01,9057600000000.0,480000.0,480000.0,0.1454176802028858,1.5995183377668427,5.392533114741882,0.2290474297828343,15.233610279525044,490110000000.0,462450000000.0,467670000000.0,596360000000.0,676790000000.0,0
00103006,1,1,002240,고려제강,2453090000000.0,1482330000000.0,231250000000.0,904240000000.0,733880000000.0,40290000000.0,970760000000.0,1417440000000.0,119170000000.0,2017-12-01,624600000000.0,34700.0,34700.0,0.09426886090604095,0.4213636639614661,1.2321360440398976,-0.10650016010246557,15.502606105733433,18550000000.0,10170000000.0,24060000000.0,90330000000.0,33420000000.0,0
00103042,1,1,009070,케이씨티시,342137466698.0,178530327247.0,55406138009.0,78420000000.0,101410000000.0,8230000000.0,163610000000.0,349780000000.0,15769999999.0,2017-12-01,77400000000.0,2580.0,2580.0,0.16194115933495887,0.4335397867327923,0.7732965190809585,-1.1006459948320413,9.404617253948967,11130000000.0,6420000000.0,-21840000000.0,4560000000.0,2170000000.0,0
00103130,1,1,009810,엔케이물산,73970000000.0,57450000000.0,409999999.0,46810000000.0,14010000000.0,-1789999999.0,16519999999.0,12470000000.0,-12750000000.0,2017-12-01,34271526740.0,506.0,506.0,0.005542787603082331,0.5965452870322019,3.3411848679514633,0.8838240627794103,-19.146104334718494,3779999999.0,-9480000000.0,-40000000.0,-5700000000.0,-490000000.0,1
00103176,1,1,000540,흥국화재,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,985550000000.0,2017-12-01,374534620350.0,5830.0,5830.0,,inf,,0.0,inf,19940000000.0,31570000000.0,11280000000.0,56520000000.0,-64900000000.0,0
