기업코드,IFRS,CFS,종목코드,회사명,자산총계,자본총계,매출총이익,유동자산,유동부채,당기순이익,부채총계,매출액(수익),영업활동으로인한현금흐름,날짜,시가총액,주가,주식수,GP/A,PBR,유동비율,NCAV,PER,2007-당기순이익,2006-당기순이익,2005-당기순이익,2004-당기순이익,2003-당기순이익,증자
00100939,1,1,000860,강남제비스코,334680000000.0,251990000000.0,42870000000.0,120820000000.0,63550000000.0,8290000000.0,82690000000.0,315790000000.0,14840000000.0,2009-12-01,97825000000.0,15050.0,15050.0,0.1280925062746504,0.3882098495972062,1.9011801730920534,0.38977766419626886,11.800361881785284,12530000000.0,12540000000.0,11710000000.0,18870000000.0,17520000000.0,0
00101044,1,1,003060,에이프로젠제약,31610000000.0,19530000000.0,6310000000.0,18490000000.0,10340000000.0,-5490000000.0,12080000000.0,21140000000.0,-3460000000.0,2009-12-01,28566531130.0,3070.0,3070.0,0.19962037329958873,1.462700006656426,1.7882011605415862,0.22438846252733663,-5.2033754335154825,-10500000000.0,-2730000000.0,-5380000000.0,-4120000000.0,-4850000000.0,0
00101220,1,1,001390,KG케미칼,429339999999.0,192430000000.0,75890000000.0,169480000000.0,158860000000.0,6440000000.0,236910000000.0,412570000000.0,10840000000.0,2009-12-01,119305000000.0,11150.0,11150.0,0.17675967764516878,0.6199916852881567,1.0668513156238197,-0.5651900590922426,18.525621118012424,-3700000000.0,11300000000.0,9640000000.0,6459999999.0,18790000000.0,0
00101257,1,1,000800,경남기업,2198850000000.0,533150000000.0,154710000000.0,1499950000000.0,1206920000000.0,12919999999.0,1665700000000.0,0.0,0.0,2009-12-01,150720370740.0,9540.0,9540.0,0.07035950610546422,0.2826978725311826,1.2427915686209525,-1.0997186324994306,11.665663370871956,36750000000.0,33110000000.0,25610000000.0,17140000000.0,13160000000.0,0
00101336,1,1,008020,경남에너지,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30100000000.0,2009-12-01,84177259500.0,2825.0,2825.0,,inf,,0.0,inf,11550000000.0,10800000000.0,9020000000.0,5510000000.0,7720000000.0,0
00101488,1,1,009450,경동나비엔,197390000000.0,142360000000.0,52260000000.0,114570000000.0,46280000000.0,7690000000.0,55029999999.0,213969999999.0,1220000000.0,2009-12-01,73497600000.0,31900.0,31900.0,0.26475505344748973,0.5162798538915425,2.475583405358686,0.8100944792891196,9.557555266579975,7650000000.0,5990000000.0,4970000000.0,5420000000.0,9320000000.0,0
00101628,1,1,000050,경방,787720000000.0,407490000000.0,7820000000.0,127350000000.0,277230000000.0,-14840000000.0,380230000000.0,159560000000.0,-12620000000.0,2009-12-01,238160000000.0,114500.0,114500.0,0.00992738536535825,0.5844560602714177,0.4593658694946434,-1.061807188444743,-16.048517520215633,60490000000.0,-21700000000.0,770000000.0,-9450000000.0,190000000.0,0
00102113,1,1,012610,경인양행,205080000000.0,108809999999.0,67990000000.0,134520000000.0,81170000000.0,17240000000.0,96270000000.0,239869999999.0,20550000000.0,2009-12-01,86250000000.0,2300.0,2300.0,0.3315291593524478,0.7926661152540453,1.6572625354194899,0.4434782608695652,5.002900232018561,4250000000.0,880000000.0,2530000000.0,4300000000.0,3010000000.0,0
00102140,1,1,009140,경인전자,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2630000000.0,2009-12-01,19792042200.0,12600.0,12600.0,,inf,,0.0,inf,9020000000.0,850000000.0,490000000.0,-880000000.0,850000000.0,0
00102432,1,1,013580,계룡건설산업,1172600000000.0,430310000000.0,129500000000.0,938220000000.0,413560000000.0,40690000000.0,742300000000.0,1483720000000.0,-57560000000.0,2009-12-01,174599231850.0,19550.0,19550.0,0.11043834214565922,0.40575220620018126,2.2686430022245867,1.1221126114020759,4.290961706807569,48890000000.0,54340000000.0,49680000000.0,36900000000.0,35430000000.0,0
00102618,1,1,012200,계양전기,143380000000.0,124740000000.0,31860000000.0,98340000000.0,15140000000.0,4660000000.0,18640000000.0,162100000000.0,3350000000.0,2009-12-01,68460000000.0,2100.0,2100.0,0.22220672339238387,0.5488215488215489,6.495376486129459,1.1641834647969618,14.69098712446352,8980000000.0,5340000000.0,2260000000.0,1030000000.0,1120000000.0,0
00102751,1,1,002140,고려산업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13960000000.0,2009-12-01,16335323375.0,3275.0,3275.0,,inf,,0.0,inf,3410000000.0,2860000000.0,1710000000.0,-300000000.0,-7830000000.0,0
00102760,1,1,011160,두산건설,2601510000000.0,850550000000.0,282660000000.0,1603940000000.0,1288630000000.0,42020000000.0,1750959999999.0,2086180000000.0,31720000000.0,2009-12-01,499812259100.0,6820.0,6820.0,0.10865228271273222,0.5876341885838575,1.2446862171453403,-0.29415044813773755,11.89462777486911,74230000000.0,15730000000.0,40060000000.0,29700000000.0,-4830000000.0,0
00102858,1,1,010130,고려아연,2679670000000.0,1854550000000.0,631580000000.0,1344250000000.0,379240000000.0,289670000000.0,825120000000.0,3086640000000.0,699820000000.0,2009-12-01,4038180000000.0,214000.0,214000.0,0.23569320102848484,2.1774446631258257,3.5445891783567136,0.12855543834103483,13.940622087202678,421710000000.0,425239999999.0,70970000000.0,117520000000.0,42410000000.0,0
00103006,1,1,002240,고려제강,1406830000000.0,827990000000.0,261780000000.0,596990000000.0,409540000000.0,128609999999.0,578840000000.0,1104950000000.0,152070000000.0,2009-12-01,452400000000.0,34800.0,34800.0,0.18607791986238564,0.5463834104276621,1.457708648727841,0.04011936339522546,3.5176113832790423,32760000000.0,15330000000.0,35030000000.0,39020000000.0,37800000000.0,1
00103042,1,1,009070,케이씨티시,187360000000.0,118180000000.0,36010000000.0,64179999999.0,29810000000.0,4990000000.0,69170000000.0,246730000000.0,640000000.0,2009-12-01,71250000000.0,23750.0,23750.0,0.19219684030742953,0.6028938906752411,2.1529688023817513,-0.07003508773333333,14.278557114228457,14510000000.0,1250000000.0,2860000000.0,3790000000.0,2150000000.0,0
00103510,1,1,023800,인지컨트롤스,315510000000.0,147850000000.0,48160000000.0,129259999999.0,141460000000.0,9260000000.0,167660000000.0,475900000000.0,70260000000.0,2009-12-01,46162589760.0,3045.0,3045.0,0.15264175461950494,0.31222583537368953,0.9137565389438711,-0.8318424118023312,4.985160881209503,9040000000.0,10780000000.0,16100000000.0,9550000000.0,7870000000.0,0
00103644,1,1,042370,비츠로테크,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5220000000.0,2009-12-01,60216550160.0,5360.0,5360.0,,inf,,0.0,inf,1230000000.0,-9230000000.0,-969999999.0,540000000.0,1240000000.0,0
00103662,1,1,017040,광명전기,101900000000.0,58970000000.0,9080000000.0,58470000000.0,39030000000.0,-350000000.0,42920000000.0,77350000000.0,-340000000.0,2009-12-01,66221797650.0,1770.0,1770.0,0.08910696761530913,1.122974353908767,1.4980784012298232,0.23481694172945786,-189.20513614285716,840000000.0,4700000000.0,4179999999.0,220000000.0,2220000000.0,0
00104388,1,1,007690,국도화학,373440000000.0,216300000000.0,54610000000.0,256519999999.0,0.0,29400000000.0,157140000000.0,509930000000.0,21380000000.0,2009-12-01,150785485200.0,25950.0,25950.0,0.14623500428449016,0.6971127378640777,inf,0.6590820055868348,5.128758,13250000000.0,16910000000.0,10790000000.0,9240000000.0,6260000000.0,0
00104573,1,1,078130,국일제지,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16380000000.0,2009-12-01,19440000000.0,9720.0,9720.0,,inf,,0.0,inf,-15740000000.0,-6759999999.0,1820000000.0,3500000000.0,6890000000.0,0
00104698,1,1,000680,LS네트웍스,650140000000.0,444689999999.0,74990000000.0,219710000000.0,17240000000.0,23190000000.0,205450000000.0,199320000000.0,23930000000.0,2009-12-01,578677915020.0,7340.0,7340.0,0.11534438736272187,1.3013063370467097,12.744199535962878,0.02464237813448808,24.953769513583442,19340000000.0,-5910000000.0,2010000000.0,26260000000.0,21500000000.0,0
00104704,1,1,025610,한국저축은행,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1248650000000.0,2009-12-01,95550000000.0,13650.0,13650.0,,inf,,0.0,inf,54090000000.0,40660000000.0,35040000000.0,23200000000.0,17920000000.0,0
00104810,1,1,007720,대명소노시즌,132100000000.0,86820000000.0,26580000000.0,46760000000.0,34800000000.0,-2030000000.0,45280000000.0,49340000000.0,1270000000.0,2009-12-01,42041330925.0,825.0,825.0,0.2012112036336109,0.48423555545957153,1.3436781609195403,0.03520345258907857,-20.71001523399015,3080000000.0,2520000000.0,1810000000.0,-1630000000.0,26700000000.0,0
00104856,1,1,016360,삼성증권,0.0,0.0,0.0,0.0,0.0,376440000000.0,0.0,0.0,633170000000.0,2009-12-01,4090312098000.0,61200.0,61200.0,,inf,,0.0,10.865774354478802,204260000000.0,220030000000.0,31389999999.0,96700000000.0,57540000000.0,0
00104999,1,1,008600,윌비스,261210000000.0,157600000000.0,34180000000.0,158380000000.0,95690000000.0,5230000000.0,103609999999.0,190320000000.0,-15469999999.0,2009-12-01,33640977180.0,2685.0,2685.0,0.1308525707285326,0.21345797703045685,1.6551363778869266,1.628073991666374,6.432309212237094,5300000000.0,1950000000.0,-31610000000.0,-33120000000.0,10330000000.0,0
00105040,1,1,012340,뉴인텍,49090000000.0,13740000000.0,1280000000.0,26189999999.0,32550000000.0,-9070000000.0,35360000000.0,30260000000.0,-9020000000.0,2009-12-01,65512087360.0,2120.0,2120.0,0.02607455693623956,4.7679830684133915,0.8046082949001536,-0.1399741692034525,-7.2229423770672545,120000000.0,-14050000000.0,-100000000.0,2310000000.0,-7100000000.0,0
00105271,1,1,002380,케이씨씨,6272350000000.0,3820769999999.0,735290000000.0,2477330000000.0,1157940000000.0,222969999999.0,2451580000000.0,3579190000000.0,201320000000.0,2009-12-01,3697780000000.0,351500.0,351500.0,0.11722719554871779,0.9678101534509975,2.1394286405167797,0.0069636376420446865,16.58420415309945,203070000000.0,196040000000.0,178060000000.0,130630000000.0,193910000000.0,0
00105280,1,1,005440,현대그린푸드,694640000000.0,491380000000.0,120130000000.0,313700000000.0,140560000000.0,56950000000.0,203260000000.0,815170000000.0,4330000000.0,2009-12-01,450192521400.0,79400.0,79400.0,0.17293850051825405,0.916179985754406,2.231787137165623,0.2453172692797202,7.905048663740123,32920000000.0,23460000000.0,37440000000.0,24080000000.0,24250000000.0,0
00105299,1,1,014280,금강공업,431710000000.0,142740000000.0,79080000000.0,231480000000.0,252740000000.0,1739999999.0,288970000000.0,478080000000.0,17560000000.0,2009-12-01,49530832800.0,10200.0,10200.0,0.18317852261935094,0.3470003699033207,0.9158819340033236,-1.1606911644740203,28.465995878428732,1570000000.0,5760000000.0,6470000000.0,17090000000.0,14910000000.0,0
00105855,1,1,010120,엘에스일렉트릭,1185470000000.0,509150000000.0,295000000000.0,655830000000.0,537500000000.0,94780000000.0,676320000000.0,1505720000000.0,92950000000.0,2009-12-01,2730000000000.0,91000.0,91000.0,0.24884644908770362,5.361877639202593,1.2201488372093023,-0.007505494505494505,28.80354505169867,110730000000.0,99540000000.0,82290000000.0,84430000000.0,-55020000000.0,0
00105873,1,1,034220,LG디스플레이,17388370000000.0,9288620000000.0,2647020000000.0,7018010000000.0,4785880000000.0,1086779999999.0,8099739999999.0,16263640000000.0,4601080000000.0,2009-12-01,12165733800000.0,34000.0,34000.0,0.15222933489453008,1.3097460979133606,1.4663990739425141,-0.08891613262152752,11.19429304920149,1344030000000.0,-769310000000.0,517010000000.0,1655450000000.0,1019100000000.0,0
00105952,1,1,006260,LS,7699250000000.0,2412430000000.0,1496960000000.0,4425000000000.0,3755800000000.0,137590000000.0,5286820000000.0,10456030000000.0,118730000000.0,2009-12-01,3200680000000.0,99400.0,99400.0,0.19442932753190245,1.3267452319860058,1.1781777517439693,-0.26926153192446606,23.262446398720837,183960000000.0,215310000000.0,113270000000.0,117830000000.0,58329999999.0,0
00105961,1,1,011070,LG이노텍,1083550000000.0,487380000000.0,220540000000.0,595550000000.0,482460000000.0,51740000000.0,596170000000.0,1921580000000.0,105340000000.0,2009-12-01,1413374325000.0,82500.0,82500.0,0.20353467767984865,2.8999432167918258,1.2344028520499108,-0.00043866652240198294,27.316859779667567,25180000000.0,3030000000.0,26370000000.0,20690000000.0,14590000000.0,1
00106119,1,1,001570,금양,86820000000.0,45470000000.0,11530000000.0,42260000000.0,31880000000.0,3250000000.0,41340000000.0,68690000000.0,-1530000000.0,2009-12-01,27350549060.0,695.0,695.0,0.13280350149735085,0.6015075667473059,1.3255959849435384,0.03363735031358087,8.415553556923077,30000000.0,520000000.0,6100000000.0,229999999.0,-5220000000.0,0
00106313,1,1,002990,금호산업,18626540000000.0,2000490000000.0,879800000000.0,3180190000000.0,5219190000000.0,-106290000000.0,16626060000000.0,10133560000000.0,-83030000000.0,2009-12-01,544573534400.0,11200.0,11200.0,0.04723367839652453,0.2722200732820459,0.6093263514070191,-24.690641668465187,-5.123469135384326,39910000000.0,194250000000.0,90000000000.0,139650000000.0,20610000000.0,1
00106368,1,1,011780,금호석유화학,10207600000000.0,1763820000000.0,1261210000000.0,3479880000000.0,4712890000000.0,-166050000000.0,8443780000000.0,7192480000000.0,35700000000.0,2009-12-01,547896832850.0,21550.0,21550.0,0.12355597789882049,0.3106308086142577,0.7383749673767052,-9.059917309941792,-3.299589478169226,134180000000.0,87710000000.0,121409999999.0,134470000000.0,21010000000.0,0
00106395,1,1,001210,금호전기,311400000000.0,204260000000.0,39870000000.0,114790000000.0,84010000000.0,12540000000.0,107140000000.0,253410000000.0,22080000000.0,2009-12-01,297735995550.0,43050.0,43050.0,0.12803468208092486,1.4576324074708704,1.3663849541721225,0.025693903707774243,23.74290235645933,20270000000.0,28220000000.0,20840000000.0,13680000000.0,9220000000.0,0
00106456,1,1,014590,지앤엘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7959999999.0,2009-12-01,28031937185.0,665.0,665.0,,inf,,0.0,inf,,,,,,0
00106492,1,1,004790,렉스엘이앤지,69040000000.0,53600000000.0,4990000000.0,34790000000.0,14880000000.0,22640000000.0,15440000000.0,46330000000.0,1010000000.0,2009-12-01,63698434450.0,1225.0,1225.0,0.07227694090382387,1.1884036277985075,2.338037634408602,0.3037751267684413,2.813535090547703,-53110000000.0,-1090000000.0,6010000000.0,22040000000.0,8109999999.0,0
00106614,1,1,092440,기신정기,149920000000.0,138960000000.0,22030000000.0,92870000000.0,8190000000.0,12110000000.0,10960000000.0,70860000000.0,13340000000.0,2009-12-01,127896000000.0,8760.0,8760.0,0.14694503735325506,0.9203799654576856,11.33943833943834,0.6404422343153813,10.561189099917424,11080000000.0,14330000000.0,12670000000.0,11360000000.0,10420000000.0,0
00106641,1,1,000270,기아자동차,25583550000000.0,5819580000000.0,4657480000000.0,11709970000000.0,13692650000000.0,-105970000000.0,19763970000000.0,22217660000000.0,-510539999999.0,2009-12-01,6835014866400.0,17700.0,17700.0,0.18204979371510208,1.1744859365108822,0.8552011480611861,-1.1783441817504106,-64.49952690761536,13560000000.0,39340000000.0,680900000000.0,662030000000.0,752860000000.0,0
00106881,1,1,014990,인디에프,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21630000000.0,2009-12-01,67772944250.0,1150.0,1150.0,,inf,,0.0,inf,-24070000000.0,15480000000.0,11080000000.0,10810000000.0,20130000000.0,0
00107613,1,1,007660,이수페타시스,252680000000.0,102490000000.0,45170000000.0,149550000000.0,131980000000.0,11190000000.0,150190000000.0,278640000000.0,34420000000.0,2009-12-01,74760593490.0,1870.0,1870.0,0.17876365363305366,0.7294428089569714,1.1331262312471586,-0.008560659702167916,6.681018184986595,-720000000.0,-4060000000.0,2380000000.0,6700000000.0,1050000000.0,0
00107677,1,1,002070,남영비비안,155340000000.0,122809999999.0,42120000000.0,83850000000.0,24070000000.0,140000000.0,32520000000.0,77210000000.0,2890000000.0,2009-12-01,48968447850.0,35650.0,35650.0,0.2711471610660487,0.3987333918280167,3.483589530535937,1.0482259955887085,349.7746275,8840000000.0,4810000000.0,-11210000000.0,1100000000.0,12190000000.0,0
00108001,1,1,091590,남화토건,225440000000.0,152490000000.0,43130000000.0,82760000000.0,65510000000.0,16210000000.0,72950000000.0,177590000000.0,13560000000.0,2009-12-01,,,,0.19131476224272534,,1.2633185773164401,,,6300000000.0,6570000000.0,5360000000.0,6640000000.0,5220000000.0,0
00108135,1,1,005250,녹십자홀딩스,2783540000000.0,350470000000.0,202730000000.0,894370000000.0,455760000000.0,36320000000.0,2433070000000.0,1233150000000.0,167470000000.0,2009-12-01,356210352400.0,82600.0,82600.0,0.07283171788442055,1.0163790121836391,1.9623705459013516,-4.3196386338377515,9.807553755506609,12930000000.0,4970000000.0,2170000000.0,5380000000.0,5230000000.0,0
00108241,1,1,004370,농심,1779950000000.0,1113190000000.0,503739999999.0,674440000000.0,559340000000.0,78650000000.0,666760000000.0,1760100000000.0,164100000000.0,2009-12-01,1462875401000.0,240500.0,240500.0,0.28300794966094556,1.3141291253065515,1.2057782386383953,0.005249934474768026,18.599814380165288,103390000000.0,112859999999.0,118670000000.0,130640000000.0,101630000000.0,0
00108490,1,1,048830,엔피케이,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4270000000.0,2009-12-01,10818469350.0,1170.0,1170.0,,inf,,0.0,inf,1550000000.0,1650000000.0,1850000000.0,1739999999.0,1080000000.0,0
