기업코드,IFRS,CFS,종목코드,회사명,자산총계,자본총계,매출총이익,유동자산,유동부채,당기순이익,부채총계,매출액(수익),영업활동으로인한현금흐름,영업이익,주당배당금,EBITDA,날짜,시가총액,주가,주식수,GP/A,PBR,유동비율,NCAV,PER,PSR,PCR,2008-당기순이익,2007-당기순이익,2006-당기순이익,2005-당기순이익,2004-당기순이익,증자
00100939,1,1,000860,강남제비스코,361670000000.0,276480000000.0,50700000000.0,146420000000.0,65950000000.0,27260000000.0,85180000000.0,305530000000.0,26760000000.0,19870000000.0,40000000000.0,39670000000.0,2010-10-01,101725000000.0,15650.0,15650.0,0.14018303978765173,0.36792896412037035,2.220166793025019,0.6020152371590072,3.7316581071166546,0.33294602821326874,3.8013826606875933,8790000000.0,12530000000.0,12540000000.0,11710000000.0,18870000000.0,0
00101044,1,1,003060,에이프로젠제약,59070000000.0,25180000000.0,30360000000.0,33550000000.0,31739999999.0,-8270000000.0,33889999999.0,62229999999.0,-4990000000.0,3990000000.0,0.0,-5620000000.0,2010-10-01,28960329575.0,1185.0,1185.0,0.5139664804469274,1.1501322309372517,1.0570258349419352,-0.011740197849595778,-3.5018536366384523,0.4653756962150952,-5.803673261523046,-5490000000.0,-10500000000.0,-2730000000.0,-5380000000.0,-4120000000.0,1
00101220,1,1,001390,KG케미칼,424850000000.0,194190000000.0,53520000000.0,175580000000.0,169770000000.0,8409999999.0,230660000000.0,373780000000.0,35150000000.0,17700000000.0,20000000000.0,28680000000.0,2010-10-01,116630000000.0,10650.0,10650.0,0.12597387313169353,0.6005973531077811,1.0342227719856276,-0.4722627111377862,13.868014270376696,0.31202846594253303,3.3180654338549074,5900000000.0,-3700000000.0,11300000000.0,9640000000.0,6459999999.0,0
00101257,1,1,000800,경남기업,2367730000000.0,495310000000.0,115559999999.0,1489150000000.0,1046879999999.0,22310000000.0,1872420000000.0,0.0,0.0,64750000000.0,0.0,0.0,2010-10-01,148192565780.0,9310.0,9310.0,0.04880624057599473,0.2991915482828935,1.4224648479304434,-2.5862970789572897,6.642427870013447,inf,inf,13160000000.0,36750000000.0,33110000000.0,25610000000.0,17140000000.0,0
00101488,1,1,009450,경동나비엔,204060000000.0,141560000000.0,66260000000.0,122370000000.0,56550000000.0,3690000000.0,62510000000.0,253010000000.0,25789999999.0,6959999999.0,10000000000.0,14840000000.0,2010-10-01,82169839500.0,31300.0,31300.0,0.3247084190924238,0.5804594482904776,2.163925729442971,0.7284911393796747,22.26824918699187,0.32476913758349474,3.1861124274209427,7740000000.0,7650000000.0,5990000000.0,4970000000.0,5420000000.0,0
00101628,1,1,000050,경방,1481470000000.0,714370000000.0,22000000000.0,146230000000.0,179030000000.0,-240000000.0,767100000000.0,197280000000.0,17130000000.0,-16290000000.0,0.0,27100000000.0,2010-10-01,249600000000.0,117000.0,117000.0,0.014850115088391935,0.34939877094502847,0.8167904820421158,-2.487459935897436,-1040.0,1.2652068126520681,14.57092819614711,-14930000000.0,60490000000.0,-21700000000.0,770000000.0,-9450000000.0,0
00102113,1,1,012610,경인양행,277910000000.0,167810000000.0,53500000000.0,138780000000.0,83040000000.0,14619999999.0,110109999999.0,267969999999.0,24270000000.0,26170000000.0,5000000000.0,29510000000.0,2010-10-01,142875000000.0,3770.0,3770.0,0.19250836601777555,0.8514093319825994,1.671242774566474,0.20066491689238844,9.772571820093884,0.5331753554522266,5.88689740420272,12869999999.0,4250000000.0,880000000.0,2530000000.0,4300000000.0,0
00102432,1,1,013580,계룡건설산업,1340140000000.0,495770000000.0,131200000000.0,1027620000000.0,599430000000.0,33900000000.0,844370000000.0,1678270000000.0,-4980000000.0,47540000000.0,40000000000.0,72090000000.0,2010-10-01,135749786400.0,15250.0,15250.0,0.09790021938006477,0.27381605663916736,1.7143286121815724,1.349910043026042,4.004418477876106,0.08088673836748557,-27.258993253012047,36870000000.0,48890000000.0,54340000000.0,49680000000.0,36900000000.0,0
00102618,1,1,012200,계양전기,147760000000.0,126800000000.0,30989999999.0,100760000000.0,17580000000.0,4660000000.0,20950000000.0,166870000000.0,5920000000.0,2390000000.0,4000000000.0,8710000000.0,2010-10-01,87531000000.0,2690.0,2690.0,0.2097319978275582,0.690307570977918,5.731513083048919,0.9117912510996105,18.783476394849785,0.5245460538143465,14.785641891891892,4660000000.0,8980000000.0,5340000000.0,2260000000.0,1030000000.0,0
00102760,1,1,011160,두산건설,3167740000000.0,872960000000.0,300280000000.0,2192559999999.0,1603510000000.0,51400000000.0,2294780000000.0,2456390000000.0,76030000000.0,126470000000.0,127400000000.0,147850000000.0,2010-10-01,397743314880.0,6000.0,6000.0,0.09479313327482684,0.45562604802052786,1.3673503751139688,-0.25699991973929215,7.738196787548638,0.16192189142603577,5.2313996432986976,41300000000.0,74230000000.0,15730000000.0,40060000000.0,29700000000.0,0
