기업코드,IFRS,CFS,종목코드,회사명,자산총계,자본총계,매출총이익,유동자산,유동부채,당기순이익,부채총계,매출액(수익),영업활동으로인한현금흐름,영업이익,주당배당금,EBITDA,날짜,시가총액,주가,주식수,GP/A,PBR,유동비율,NCAV,PER,PSR,PCR,2015-당기순이익,2014-당기순이익,2013-당기순이익,2012-당기순이익,2011-당기순이익,증자
00100258,1,1,030270,에스마크,104609999999.0,47440000000.0,0.0,20550000000.0,55290000000.0,-20910000000.0,57170000000.0,21210000000.0,-5140000000.0,-7859999999.0,0.0,-10120000000.0,2017-10-02,89746297900.0,997.0,997.0,0.0,1.8917853688870152,0.3716766142159523,-0.40803911533826065,-4.292027637494022,4.231320033003301,-17.460369241245136,-16419999999.0,-3720000000.0,490000000.0,-1100000000.0,-3779999999.0,1
00100601,1,1,114190,강원,77190000000.0,55090000000.0,7020000000.0,53720000000.0,12090000000.0,-1130000000.0,22100000000.0,42290000000.0,-15780000000.0,-1310000000.0,0.0,850000000.0,2017-10-02,41488241600.0,2715.0,2715.0,0.09094442285270113,0.7530993211109094,4.443341604631927,0.7621436527693186,-36.715258053097344,0.9810414187751242,-2.629166134347275,890000000.0,1120000000.0,3920000000.0,8970000000.0,919999999.0,0
00100717,1,1,023430,아이이,34490000000.0,9310000000.0,2250000000.0,6570000000.0,8109999999.0,-142120000000.0,25180000000.0,12120000000.0,4910000000.0,-3750000000.0,0.0,-129130000000.0,2017-10-02,,,,0.06523630037692085,,0.8101109742059323,,,,,-12280000000.0,-1180000000.0,-3100000000.0,-21930000000.0,-2370000000.0,1
00100939,1,1,000860,강남제비스코,560934377186.0,464239067735.0,59286415657.0,282580000000.0,63579999999.0,37320000000.0,102980000000.0,332330000000.0,31189999999.0,36820000000.0,50000000000.0,53470000000.0,2017-10-02,237900000000.0,36600.0,36600.0,0.10569224862704615,0.5124514857413931,4.444479396106393,0.7549390500210172,6.37459807073955,0.7158547227153733,7.627444694056667,26070000000.0,26900000000.0,23050000000.0,21930000000.0,17040000000.0,0
00101044,1,1,003060,에이프로젠제약,128690598783.0,78120480559.0,18625154353.0,83070000000.0,45150000000.0,-4770000000.0,50570000000.0,44120000000.0,450000000.0,-250000000.0,0.0,1069999999.0,2017-10-02,321928969750.0,3970.0,3970.0,0.14472816607533245,4.120929203793942,1.8398671096345516,0.10095394653435037,-67.4903500524109,7.2966674920670895,715.3977105555556,890000000.0,-3850000000.0,-14900000000.0,-25260000000.0,-4670000000.0,0
00101220,1,1,001390,KG케미칼,1263528833800.0,510212080643.0,210223303894.0,649070000000.0,540589999999.0,28350000000.0,753320000000.0,808470000000.0,75890000000.0,72660000000.0,35000000000.0,95730000000.0,2017-10-02,217117609800.0,18150.0,18150.0,0.16637792369309365,0.42554384350596974,1.2006696387302773,-0.4801545120915383,7.6584694814814815,0.26855369995176076,2.8609515061272894,7590000000.0,5470000000.0,-8630000000.0,-12540000000.0,-6530000000.0,0
00101336,1,1,008020,경남에너지,574620000000.0,317030000000.0,108659999999.0,156230000000.0,156360000000.0,28580000000.0,257590000000.0,621330000000.0,52760000000.0,28180000000.0,0.0,68079999999.0,2017-10-02,,,,0.1890988827381574,,0.9991685853159376,,,,,23000000000.0,23250000000.0,17350000000.0,24210000000.0,26070000000.0,0
00101433,1,1,002100,경농,320915150778.0,183969131722.0,68613059895.0,156060000000.0,114390000000.0,6370000000.0,136950000000.0,203980000000.0,16000000000.0,9170000000.0,26500000000.0,14660000000.0,2017-10-02,129282830000.0,5920.0,5920.0,0.21380436457630686,0.7027419697526337,1.3642800944138473,0.14781545236904237,20.29557770800628,0.6338015001470733,8.080176875,6490000000.0,9270000000.0,13750000000.0,6590000000.0,3150000000.0,0
00101488,1,1,009450,경동나비엔,429754701568.0,238762190243.0,200919853506.0,175420000000.0,170090000000.0,37470000000.0,190990000000.0,583250000000.0,61329999999.0,45830000000.0,15000000000.0,66360000000.0,2017-10-02,433780315500.0,33700.0,33700.0,0.46752217665781254,1.8167881399417574,1.0313363513434064,-0.035893744929511445,11.57673646917534,0.743729645092156,7.0728895403077265,19320000000.0,9080000000.0,9250000000.0,9210000000.0,9450000000.0,0
00101549,1,1,011040,경동제약,238488083067.0,208571469647.0,94969255926.0,112480000000.0,27189999999.0,16950000000.0,29920000000.0,158600000000.0,25630000000.0,26280000000.0,35000000000.0,29460000000.0,2017-10-02,254216250000.0,19000.0,19000.0,0.3982138424053653,1.21884479421012,4.136815005668879,0.32476287412783406,14.998008849557522,1.602876733921816,9.918698790479906,13719999999.0,24960000000.0,18740000000.0,7959999999.0,20240000000.0,0
00101628,1,1,000050,경방,1301910959501.0,679843399077.0,109092332989.0,106000000000.0,155440000000.0,29470000000.0,622070000000.0,377450000000.0,67979999999.0,43440000000.0,18000000000.0,70090000000.0,2017-10-02,386555307000.0,14250.0,14250.0,0.08379400464591927,0.5685946315354578,0.6819351518270715,-1.335048285858872,13.11690895826264,1.0241232136706848,5.686309311645871,21600000000.0,14240000000.0,15100000000.0,-7070000000.0,-1820000000.0,0
00101752,1,1,025880,케이씨피드,106278381652.0,52101913632.0,11751469794.0,51670000000.0,38420000000.0,750000000.0,54179999999.0,80780000000.0,2350000000.0,1900000000.0,3500000000.0,3940000000.0,2017-10-02,35935298600.0,2280.0,2280.0,0.11057253235638496,0.6897116841775506,1.34487246225924,-0.06984775685153205,47.91373146666667,0.4448539069076504,15.291616425531915,960000000.0,-3440000000.0,1870000000.0,4320000000.0,1989999999.0,1
00102113,1,1,012610,경인양행,344298515205.0,208293196152.0,46831688574.0,191410000000.0,119500000000.0,6840000000.0,136009999999.0,274869999999.0,19010000000.0,10580000000.0,5000000000.0,21940000000.0,2017-10-02,170270678475.0,4170.0,4170.0,0.13602059406534409,0.8174567466464271,1.6017573221757322,0.3253642993449052,24.89337404605263,0.619458938682357,8.956900498421883,110000000.0,9090000000.0,12330000000.0,4480000000.0,2790000000.0,0
00102140,1,1,009140,경인전자,64297759365.0,59743629966.0,5804269230.0,46590000000.0,4270000000.0,2950000000.0,4550000000.0,26570000000.0,1330000000.0,680000000.0,25000000000.0,4580000000.0,2017-10-02,32908197150.0,21500.0,21500.0,0.09027171844435236,0.5508235299516953,10.911007025761124,1.2774932582412828,11.15532106779661,1.2385471264584118,24.74300537593985,1250000000.0,290000000.0,890000000.0,570000000.0,1200000000.0,0
