기업코드,IFRS,CFS,종목코드,회사명,자산총계,자본총계,매출총이익,유동자산,유동부채,당기순이익,부채총계,날짜,시가총액,주가,주식수,GP/A,PBR,유동비율,NCAV,PER,2008-당기순이익,2007-당기순이익,2006-당기순이익,2005-당기순이익,2004-당기순이익
00100939,1,1,000860,강남제비스코,361670000000.0,276480000000.0,50700000000.0,146420000000.0,65950000000.0,27260000000.0,85180000000.0,2010-08-02,91325000000.0,14050.0,14050.0,0.14018303978765173,0.33031322337962965,2.220166793025019,0.6705721324938407,3.350146735143067,8790000000.0,12530000000.0,12540000000.0,11710000000.0,18870000000.0
00101044,1,1,003060,에이프로젠제약,59070000000.0,25180000000.0,30360000000.0,33550000000.0,31739999999.0,-8270000000.0,33889999999.0,2010-08-02,27148370830.0,1190.0,1190.0,0.5139664804469274,1.0781719948371724,1.0570258349419352,-0.012523771725715742,-3.2827534256348248,-5490000000.0,-10500000000.0,-2730000000.0,-5380000000.0,-4120000000.0
00101220,1,1,001390,KG케미칼,424850000000.0,194190000000.0,53520000000.0,175580000000.0,169770000000.0,8409999999.0,230660000000.0,2010-08-02,112885000000.0,10550.0,10550.0,0.12597387313169353,0.5813121169988156,1.0342227719856276,-0.4879301944456748,13.422711059860013,5900000000.0,-3700000000.0,11300000000.0,9640000000.0,6459999999.0
00101257,1,1,000800,경남기업,2367730000000.0,495310000000.0,115559999999.0,1489150000000.0,1046879999999.0,22310000000.0,1872420000000.0,2010-08-02,124810369900.0,7900.0,7900.0,0.04880624057599473,0.25198435303143485,1.4224648479304434,-3.0708185570404276,5.594368888390856,13160000000.0,36750000000.0,33110000000.0,25610000000.0,17140000000.0
00101488,1,1,009450,경동나비엔,204060000000.0,141560000000.0,66260000000.0,122370000000.0,56550000000.0,3690000000.0,62510000000.0,2010-08-02,76946640400.0,30200.0,30200.0,0.3247084190924238,0.5435620259960441,2.163925729442971,0.7779416968541228,20.852748075880758,7740000000.0,7650000000.0,5990000000.0,4970000000.0,5420000000.0
00101628,1,1,000050,경방,1481470000000.0,714370000000.0,22000000000.0,146230000000.0,179030000000.0,-240000000.0,767100000000.0,2010-08-02,223600000000.0,107500.0,107500.0,0.014850115088391935,0.3130030656382547,0.8167904820421158,-2.7766994633273705,-931.6666666666666,-14930000000.0,60490000000.0,-21700000000.0,770000000.0,-9450000000.0
00102113,1,1,012610,경인양행,277910000000.0,167810000000.0,53500000000.0,138780000000.0,83040000000.0,14619999999.0,110109999999.0,2010-08-02,138750000000.0,3700.0,3700.0,0.19250836601777555,0.8268279601930755,1.671242774566474,0.20663063063783785,9.490424077256527,12869999999.0,4250000000.0,880000000.0,2530000000.0,4300000000.0
00102432,1,1,013580,계룡건설산업,1340140000000.0,495770000000.0,131200000000.0,1027620000000.0,599430000000.0,33900000000.0,844370000000.0,2010-08-02,126372334050.0,14150.0,14150.0,0.09790021938006477,0.2549011316739617,1.7143286121815724,1.450080046218787,3.7277974646017698,36870000000.0,48890000000.0,54340000000.0,49680000000.0,36900000000.0
00102618,1,1,012200,계양전기,147760000000.0,126800000000.0,30989999999.0,100760000000.0,17580000000.0,4660000000.0,20950000000.0,2010-08-02,83945000000.0,2575.0,2575.0,0.2097319978275582,0.6620268138801262,5.731513083048919,0.9507415569718268,18.013948497854077,4660000000.0,8980000000.0,5340000000.0,2260000000.0,1030000000.0
00102760,1,1,011160,두산건설,3167740000000.0,872960000000.0,300280000000.0,2192559999999.0,1603510000000.0,51400000000.0,2294780000000.0,2010-08-02,289113077340.0,4245.0,4245.0,0.09479313327482684,0.33118708456286655,1.3673503751139688,-0.3535640827508754,5.624768041634241,41300000000.0,74230000000.0,15730000000.0,40060000000.0,29700000000.0
00102858,1,1,010130,고려아연,3216000000000.0,2272730000000.0,529560000000.0,1687320000000.0,559090000000.0,418450000000.0,943279999999.0,2010-08-02,4708065000000.0,249500.0,249500.0,0.16466417910447761,2.071546114144663,3.0179756389847787,0.15803520129841028,11.251200860317839,282720000000.0,421710000000.0,425239999999.0,70970000000.0,117520000000.0
00103006,1,1,002240,고려제강,1416720000000.0,937960000000.0,236030000000.0,555710000000.0,298440000000.0,91000000000.0,478750000000.0,2010-08-02,483600000000.0,37200.0,37200.0,0.16660313964650741,0.5155870186361892,1.8620493231470312,0.15913978494623657,5.314285714285714,110540000000.0,32760000000.0,15330000000.0,35030000000.0,39020000000.0
00103042,1,1,009070,케이씨티시,197410000000.0,121500000000.0,34520000000.0,53500000000.0,30580000000.0,3190000000.0,75910000000.0,2010-08-02,67050000000.0,22350.0,22350.0,0.17486449521300845,0.5518518518518518,1.749509483322433,-0.33422818791946307,21.018808777429467,4660000000.0,14510000000.0,1250000000.0,2860000000.0,3790000000.0
