기업코드,IFRS,CFS,종목코드,회사명,자산총계,자본총계,매출총이익,유동자산,유동부채,당기순이익,부채총계,매출액(수익),영업활동으로인한현금흐름,날짜,시가총액,주가,주식수,GP/A,PBR,유동비율,NCAV,PER,2017-당기순이익,2016-당기순이익,2015-당기순이익,2014-당기순이익,2013-당기순이익,증자
00100258,1,1,030270,에스마크,61660000000.0,26780000000.0,0.0,29070000000.0,26060000000.0,-34500000000.0,34880000000.0,14219999999.0,-7130000000.0,2019-08-01,,,,0.0,,1.1155026861089792,,,-86910000000.0,-20070000000.0,-16419999999.0,-3720000000.0,490000000.0,1
00100601,1,1,114190,강원,93845576048.0,50203707277.0,5893131773.0,70560000000.0,43610000000.0,1710000000.0,43640000000.0,85910000000.0,-10170000000.0,2019-08-01,33511587690.0,2135.0,2135.0,0.06279605306046382,0.6675122118989961,1.6179775280898876,0.8033042256614134,19.597419701754387,-6290000000.0,-760000000.0,890000000.0,1120000000.0,3920000000.0,0
00100939,1,1,000860,강남제비스코,657866049667.0,549542540453.0,37865903734.0,187920000000.0,60379999999.0,38840000000.0,108320000000.0,307020000000.0,10280000000.0,2019-08-01,156325000000.0,24050.0,24050.0,0.05755868349364896,0.28446387402718243,3.1122888374149102,0.509195586118663,4.02484552008239,16650000000.0,22370000000.0,26070000000.0,26900000000.0,23050000000.0,0
00101044,1,1,003060,에이프로젠제약,217062047762.0,150510885707.0,18780769178.0,87290000000.0,62040000000.0,-1220000000.0,66550000000.0,45400000000.0,1330000000.0,2019-08-01,97075992406.0,899.0,899.0,0.08652258361900453,0.6449765540213359,1.4069954867827208,0.2136470561460685,-79.57048557868852,-7559999999.0,-5230000000.0,890000000.0,-3850000000.0,-14900000000.0,0
00101220,1,1,001390,KG케미칼,1508599076377.0,604158561945.0,398717624890.0,664200000000.0,723150000000.0,27770000000.0,904440000000.0,1282780000000.0,58470000000.0,2019-08-01,140124667500.0,11250.0,11250.0,0.26429661209096494,0.23193359546025327,0.9184816428126945,-1.7144732921489358,5.045900882247029,5790000000.0,10880000000.0,7590000000.0,5470000000.0,-8630000000.0,0
00101336,1,1,008020,경남에너지,565980000000.0,301600000000.0,104870000000.0,147750000000.0,158470000000.0,24370000000.0,264380000000.0,625240000000.0,62429999999.0,2019-08-01,,,,0.1852892328350825,,0.9323531267747839,,,28680000000.0,28070000000.0,23000000000.0,23250000000.0,17350000000.0,0
00101433,1,1,002100,경농,357260541135.0,201453891125.0,72743157752.0,169980000000.0,128300000000.0,4880000000.0,155810000000.0,212650000000.0,10610000000.0,2019-08-01,283077337500.0,13050.0,13050.0,0.20361374788522235,1.4051718530686186,1.3248636009353079,0.05005699193422716,58.00765112704918,11540000000.0,5770000000.0,6490000000.0,9270000000.0,13750000000.0,0
00101488,1,1,009450,경동나비엔,583595818485.0,280103616186.0,238897236922.0,287000000000.0,275120000000.0,24750000000.0,303490000000.0,726740000000.0,-14460000000.0,2019-08-01,466903041500.0,36650.0,36650.0,0.4093539215928092,1.6668940153559377,1.0431811573131724,-0.03531782518919402,18.864769353535355,16290000000.0,28639999999.0,19320000000.0,9080000000.0,9250000000.0,0
00101549,1,1,011040,경동제약,257792240616.0,217780254563.0,105213223474.0,126150000000.0,39420000000.0,5320000000.0,40010000000.0,179320000000.0,33270000000.0,2019-08-01,222754500000.0,8390.0,8390.0,0.40813184765604577,1.0228406631582894,3.2001522070015223,0.3867037478479672,41.87114661654135,20160000000.0,16850000000.0,13719999999.0,24960000000.0,18740000000.0,0
00101628,1,1,000050,경방,1301792841122.0,708769346768.0,107395818185.0,120709999999.0,163150000000.0,20190000000.0,593020000000.0,351440000000.0,12090000000.0,2019-08-01,274152700000.0,10000.0,10000.0,0.08249839359420413,0.386801011147196,0.7398712840882623,-1.722799009460786,13.578637939574046,25680000000.0,30980000000.0,21600000000.0,14240000000.0,15100000000.0,0
00101752,1,1,025880,케이씨피드,105192755694.0,59351784567.0,8914598608.0,51190000000.0,33220000000.0,1010000000.0,45840000000.0,63729999999.0,-2920000000.0,2019-08-01,35939094700.0,2150.0,2150.0,0.08474536624871852,0.6055267750109469,1.540939193257074,0.14886295953359113,35.58326207920792,1000000000.0,1090000000.0,960000000.0,-3440000000.0,1870000000.0,0
00102113,1,1,012610,경인양행,412996589313.0,223759382513.0,75736436603.0,234819999999.0,156920000000.0,13800000000.0,189240000000.0,331100000000.0,1870000000.0,2019-08-01,351448375500.0,8700.0,8700.0,0.18338271686210272,1.5706531344203254,1.4964313025681877,0.1296918784562713,25.467273586956523,530000000.0,3720000000.0,110000000.0,9090000000.0,12330000000.0,0
00102140,1,1,009140,경인전자,57418577876.0,54644143845.0,2749491208.0,43780000000.0,2190000000.0,-680000000.0,2770000000.0,18470000000.0,-180000000.0,2019-08-01,36756649800.0,23400.0,23400.0,0.04788504539310858,0.6726548759600206,19.990867579908677,1.1157164818650038,-54.05389676470588,-480000000.0,-70000000.0,1250000000.0,290000000.0,890000000.0,0
00102353,1,1,024910,경창산업,637854195921.0,163273425475.0,72509790196.0,176040000000.0,294960000000.0,-26620000000.0,474710000000.0,596490000000.0,78130000000.0,2019-08-01,35174262910.0,982.0,982.0,0.1136776878786583,0.21543164668512324,0.596826688364524,-8.491151634483533,-1.32134721675432,-29130000000.0,13640000000.0,5470000000.0,21150000000.0,23050000000.0,1
00102432,1,1,013580,계룡건설산업,1726211682257.0,439825103107.0,257604668685.0,1078440000000.0,1005440000000.0,94530000000.0,1286390000000.0,2292660000000.0,104070000000.0,2019-08-01,225058856400.0,25200.0,25200.0,0.14923121615547472,0.5117007983631349,1.0726050286441757,-0.9239805237009104,2.3808193843224372,44410000000.0,17540000000.0,10280000000.0,-119630000000.0,-92180000000.0,0
