기업코드,IFRS,CFS,종목코드,회사명,자산총계,자본총계,매출총이익,유동자산,유동부채,당기순이익,부채총계,매출액(수익),영업활동으로인한현금흐름,날짜,시가총액,주가,주식수,GP/A,PBR,유동비율,NCAV,PER,2004-당기순이익,2003-당기순이익,2002-당기순이익,2001-당기순이익,2000-당기순이익,증자
00100717,1,1,023430,아이이,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1490000000.0,2006-08-01,34263396435.0,1095.0,1095.0,,inf,,0.0,inf,-9020000000.0,-7359999999.0,-75100000000.0,-4460000000.0,-8600000000.0,0
00100939,1,1,000860,강남제비스코,294970000000.0,217030000000.0,45520000000.0,103709999999.0,59979999999.0,12900000000.0,77940000000.0,263310000000.0,22660000000.0,2006-08-01,86125000000.0,13250.0,13250.0,0.15432077838424246,0.39683453900382437,1.7290763587984175,0.2992162554310595,6.676356589147287,18870000000.0,17520000000.0,17520000000.0,1700000000.0,4780000000.0,0
00101220,1,1,001390,KG케미칼,225980000000.0,86860000000.0,49160000000.0,117150000000.0,81880000000.0,9700000000.0,139120000000.0,259560000000.0,5280000000.0,2006-08-01,63986000000.0,5980.0,5980.0,0.2175413753429507,0.7366566889247064,1.430752320468979,-0.34335635920357577,6.596494845360825,6459999999.0,18790000000.0,-8660000000.0,-2890000000.0,16900000000.0,0
00101257,1,1,000800,경남기업,781420000000.0,315600000000.0,97740000000.0,637350000000.0,358480000000.0,26810000000.0,465810000000.0,0.0,0.0,2006-08-01,137449392960.0,9570.0,9570.0,0.12507998259578715,0.4355177216730038,1.7779234545860298,1.248022972716372,5.126795709063782,17140000000.0,13160000000.0,19180000000.0,20040000000.0,7240000000.0,0
00101433,1,1,002100,경농,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11810000000.0,2006-08-01,62906075000.0,5800.0,5800.0,,inf,,0.0,inf,4600000000.0,500000000.0,6060000000.0,5940000000.0,4480000000.0,0
00101488,1,1,009450,경동나비엔,163030000000.0,115800000000.0,35920000000.0,112150000000.0,39020000000.0,4980000000.0,47240000000.0,179320000000.0,15600000000.0,2006-08-01,44928000000.0,19500.0,19500.0,0.22032754707722504,0.38797927461139897,2.8741670937980524,1.4447560541310542,9.021686746987951,5420000000.0,9320000000.0,17010000000.0,10890000000.0,6140000000.0,0
00101628,1,1,000050,경방,521050000000.0,341120000000.0,38170000000.0,86420000000.0,138330000000.0,1170000000.0,179930000000.0,198690000000.0,14140000000.0,2006-08-01,287040000000.0,138000.0,138000.0,0.07325592553497745,0.8414634146341463,0.6247379454926625,-0.32577341137123744,245.33333333333334,-9450000000.0,190000000.0,3529999999.0,-310000000.0,2350000000.0,0
00102113,1,1,012610,경인양행,124090000000.0,68930000000.0,17340000000.0,79070000000.0,44010000000.0,2660000000.0,55160000000.0,121280000000.0,-6470000000.0,2006-08-01,33150000000.0,11050.0,11050.0,0.13973728745265532,0.48092267517771653,1.7966371279254716,0.7212669683257918,12.462406015037594,4300000000.0,3010000000.0,4600000000.0,5760000000.0,2480000000.0,0
00102140,1,1,009140,경인전자,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710000000.0,2006-08-01,15048235260.0,9580.0,9580.0,,inf,,0.0,inf,-880000000.0,850000000.0,530000000.0,160000000.0,1540000000.0,0
00102432,1,1,013580,계룡건설산업,611990000000.0,306450000000.0,133730000000.0,387320000000.0,192360000000.0,55350000000.0,305550000000.0,958590000000.0,52490000000.0,2006-08-01,285789024000.0,32000.0,32000.0,0.21851664242879787,0.9325796182085169,2.0135163235599918,0.28612015554523185,5.163306666666666,36900000000.0,35430000000.0,31670000000.0,25550000000.0,15569999999.0,0
00102618,1,1,012200,계양전기,123030000000.0,106480000000.0,18780000000.0,80690000000.0,13319999999.0,2260000000.0,16550000000.0,117950000000.0,1600000000.0,2006-08-01,55746000000.0,1710.0,1710.0,0.15264569617166546,0.5235349361382419,6.057807808262599,1.1505758260682382,24.666371681415928,1030000000.0,1120000000.0,11190000000.0,10550000000.0,8760000000.0,0
00102645,1,1,012410,글로스텍,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3150000000.0,2006-08-01,14385000000.0,6850.0,6850.0,,inf,,0.0,inf,990000000.0,1630000000.0,-1810000000.0,-3629999999.0,3260000000.0,0
00102760,1,1,011160,두산건설,1790950000000.0,308400000000.0,238510000000.0,1181190000000.0,1020670000000.0,40060000000.0,1482540000000.0,1713770000000.0,171240000000.0,2006-08-01,699958673890.0,7630.0,7630.0,0.13317513051732321,2.2696455054798963,1.157269244711807,-0.43052541705820446,17.472757710683975,29700000000.0,-4830000000.0,-134240000000.0,51610000000.0,-330080000000.0,0
00102858,1,1,010130,고려아연,1872230000000.0,794090000000.0,232400000000.0,922729999999.0,597830000000.0,75240000000.0,1078140000000.0,1910720000000.0,131620000000.0,2006-08-01,1626594000000.0,86200.0,86200.0,0.12413004812442915,2.0483748693473034,1.5434655336784704,-0.09554320254531862,21.618740031897925,117520000000.0,42410000000.0,78850000000.0,35980000000.0,8940000000.0,0
00103006,1,1,002240,고려제강,933379999999.0,617890000000.0,134470000000.0,353080000000.0,213660000000.0,37760000000.0,315490000000.0,693980000000.0,-21830000000.0,2006-08-01,211000000000.0,21100.0,21100.0,0.14406779661032384,0.3414847302917995,1.652532060282692,0.1781516587677725,5.58792372881356,39020000000.0,37800000000.0,27310000000.0,40800000000.0,16190000000.0,0
00103042,1,1,009070,케이씨티시,173800000000.0,98450000000.0,30250000000.0,44720000000.0,47590000000.0,2920000000.0,75350000000.0,192580000000.0,8120000000.0,2006-08-01,37200000000.0,93000.0,93000.0,0.17405063291139242,0.377856780091417,0.9396932128598445,-0.8233870967741935,12.73972602739726,3790000000.0,2150000000.0,1220000000.0,1510000000.0,810000000.0,0
00103510,1,1,023800,인지컨트롤스,247840000000.0,100050000000.0,51190000000.0,137970000000.0,117890000000.0,24650000000.0,147800000000.0,359190000000.0,36540000000.0,2006-08-01,132802721280.0,8760.0,8760.0,0.20654454486765655,1.3273635310344827,1.170328272118076,-0.07401956756047583,5.387534331845842,9550000000.0,7870000000.0,5360000000.0,5040000000.0,4720000000.0,0
