기업코드,IFRS,CFS,종목코드,회사명,자산총계,자본총계,매출총이익,유동자산,유동부채,당기순이익,부채총계,매출액(수익),영업활동으로인한현금흐름,날짜,시가총액,주가,주식수,GP/A,PBR,유동비율,NCAV,PER,2000-당기순이익,1999-당기순이익,1998-당기순이익,1997-당기순이익,1996-당기순이익,증자
00100939,1,1,000860,강남제비스코,247960000000.0,156820000000.0,31130000000.0,83330000000.0,62570000000.0,2420000000.0,91140000000.0,206519999999.0,20920000000.0,2002-08-01,23356423200.0,23950.0,23950.0,0.12554444265204065,0.14893778344598904,1.3317883969953652,-0.3343833913747547,9.651414545454545,4780000000.0,8910000000.0,19240000000.0,,,0
00101220,1,1,001390,KG케미칼,123520000000.0,1720000000.0,31520000000.0,70490000000.0,12760000000.0,-2940000000.0,121800000000.0,134050000000.0,780000000.0,2002-08-01,16639740640.0,2320.0,2320.0,0.2551813471502591,9.674267813953488,5.524294670846395,-3.0835817162111727,-5.659775727891157,16900000000.0,-14450000000.0,-40270000000.0,,,0
00101336,1,1,008020,경남에너지,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25689999999.0,2002-08-01,32776986000.0,1100.0,1100.0,,inf,,0.0,inf,8710000000.0,229999999.0,1310000000.0,,,0
00101433,1,1,002100,경농,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10500000000.0,2002-08-01,21746261900.0,10450.0,10450.0,,inf,,0.0,inf,4480000000.0,3040000000.0,1720000000.0,,,0
00101488,1,1,009450,경동나비엔,143060000000.0,82200000000.0,47540000000.0,101280000000.0,55160000000.0,11050000000.0,60860000000.0,187890000000.0,11900000000.0,2002-08-01,42969600000.0,18650.0,18650.0,0.33230812246609814,0.5227445255474452,1.836113125453227,0.9406650282990766,3.8886515837104074,6140000000.0,6680000000.0,1830000000.0,,,0
00101628,1,1,000050,경방,593630000000.0,342010000000.0,50160000000.0,108030000000.0,215060000000.0,-4300000000.0,251619999999.0,342760000000.0,950000000.0,2002-08-01,39779331900.0,24950.0,24950.0,0.08449707730404461,0.1163104350749978,0.5023249325769553,-3.6096634392947156,-9.251007418604651,2350000000.0,9240000000.0,4510000000.0,,,0
00102432,1,1,013580,계룡건설산업,355390000000.0,145710000000.0,56220000000.0,215010000000.0,167050000000.0,26120000000.0,209690000000.0,458950000000.0,0.0,2002-08-01,71447256000.0,8000.0,8000.0,0.15819240834013337,0.4903387276096356,1.2870996707572584,0.07446052231872978,2.7353467075038287,15569999999.0,12890000000.0,5180000000.0,,,0
00102618,1,1,012200,계양전기,120320000000.0,99830000000.0,25220000000.0,65520000000.0,16519999999.0,10290000000.0,20490000000.0,122109999999.0,23830000000.0,2002-08-01,74980000000.0,2300.0,2300.0,0.20960771276595744,0.7510768306120404,3.966101695155333,0.6005601493731662,7.2866861030126335,8760000000.0,10700000000.0,4450000000.0,,,0
00102645,1,1,012410,글로스텍,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4380000000.0,2002-08-01,14832997960.0,6190.0,6190.0,,inf,,0.0,inf,3260000000.0,2030000000.0,1689999999.0,,,0
00102858,1,1,010130,고려아연,1676600000000.0,534150000000.0,189660000000.0,552220000000.0,632230000000.0,34670000000.0,1142450000000.0,1509820000000.0,96310000000.0,2002-08-01,409479000000.0,21700.0,21700.0,0.11312179410712156,0.7665992698680146,0.8734479540673489,-1.4414170201646483,11.810758580905683,8940000000.0,45520000000.0,59300000000.0,,,0
00103006,1,1,002240,고려제강,690430000000.0,452089999999.0,80600000000.0,190470000000.0,155300000000.0,40450000000.0,238340000000.0,424410000000.0,7930000000.0,2002-08-01,116169848800.0,17800.0,17800.0,0.11673884390886839,0.25696177486840444,1.2264649066323245,-0.4120690565967234,2.8719369295426453,16190000000.0,30010000000.0,35890000000.0,,,1
00104388,1,1,007690,국도화학,174570000000.0,117330000000.0,21530000000.0,111340000000.0,0.0,5950000000.0,57240000000.0,184360000000.0,4430000000.0,2002-08-01,78152785200.0,13450.0,13450.0,0.12333161482499856,0.6660937969828689,inf,0.6922338066590108,13.134921882352941,7390000000.0,8740000000.0,6060000000.0,,,0
00104856,1,1,016360,삼성증권,0.0,0.0,0.0,0.0,0.0,193470000000.0,0.0,0.0,1468950000000.0,2002-08-01,2164955610000.0,34000.0,34000.0,,inf,,0.0,11.19013599007598,123609999999.0,124909999999.0,12280000000.0,,,0
00104999,1,1,008600,윌비스,378850000000.0,193410000000.0,37770000000.0,131380000000.0,140200000000.0,63810000000.0,185450000000.0,166090000000.0,6809999999.0,2002-08-01,50868665680.0,4060.0,4060.0,0.09969644978223571,0.2630094911328266,0.9370898716119829,-1.062933325991656,0.797189557749569,6470000000.0,11680000000.0,7690000000.0,,,0
