기업코드,IFRS,CFS,종목코드,회사명,자산총계,자본총계,매출총이익,유동자산,유동부채,당기순이익,부채총계,매출액(수익),영업활동으로인한현금흐름,날짜,시가총액,주가,주식수,GP/A,PBR,유동비율,NCAV,PER,PSR,PCR,2003-당기순이익,2002-당기순이익,2001-당기순이익,2000-당기순이익,1999-당기순이익,증자
00100717,1,1,023430,아이이,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5150000000.0,2005-12-01,50847506125.0,1625.0,1625.0,,inf,,0.0,inf,inf,-9.873302160194175,-7359999999.0,-75100000000.0,-4460000000.0,-8600000000.0,-1470000000.0,0
00100939,1,1,000860,강남제비스코,289870000000.0,208800000000.0,42360000000.0,97360000000.0,67770000000.0,20320000000.0,81080000000.0,278890000000.0,8930000000.0,2005-12-01,109200000000.0,16800.0,16800.0,0.14613447407458516,0.5229885057471264,1.4366238748708868,0.14908424908424908,5.374015748031496,0.3915522248915343,12.228443449048152,17520000000.0,17520000000.0,1700000000.0,4780000000.0,8910000000.0,0
00101220,1,1,001390,KG케미칼,153710000000.0,74740000000.0,39820000000.0,94290000000.0,50300000000.0,6480000000.0,78970000000.0,203280000000.0,7640000000.0,2005-12-01,77040000000.0,7200.0,7200.0,0.2590592674516948,1.0307733476050307,1.8745526838966202,0.19885773624091382,11.88888888888889,0.3789846517119244,10.083769633507853,18790000000.0,-8660000000.0,-2890000000.0,16900000000.0,-14450000000.0,0
00101257,1,1,000800,경남기업,689530000000.0,264350000000.0,90390000000.0,543120000000.0,311070000000.0,26770000000.0,425180000000.0,0.0,0.0,2005-12-01,178808864000.0,13000.0,13000.0,0.13108929270662625,0.6764095479477965,1.7459735750795642,0.6595869878128637,6.679449533059395,inf,inf,13160000000.0,19180000000.0,20040000000.0,7240000000.0,-138010000000.0,0
00101433,1,1,002100,경농,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21400000000.0,2005-12-01,72341986250.0,6670.0,6670.0,,inf,,0.0,inf,inf,3.3804666471962617,500000000.0,6060000000.0,5940000000.0,4480000000.0,3040000000.0,0
00101488,1,1,009450,경동나비엔,158830000000.0,109850000000.0,36760000000.0,111309999999.0,39900000000.0,5480000000.0,48980000000.0,183630000000.0,-3460000000.0,2005-12-01,47232000000.0,20500.0,20500.0,0.23144242271611157,0.42996813837050524,2.78972431075188,1.319656165290481,8.61897810218978,0.25721287371344553,-13.650867052023122,9320000000.0,17010000000.0,10890000000.0,6140000000.0,6680000000.0,0
00101628,1,1,000050,경방,529689999999.0,340230000000.0,31689999999.0,87830000000.0,159410000000.0,-9290000000.0,189460000000.0,210960000000.0,9260000000.0,2005-12-01,218400000000.0,105000.0,105000.0,0.059827446240366684,0.6419187020544925,0.5509691989210213,-0.46533882783882785,-23.509149623250806,1.0352673492605233,23.585313174946005,190000000.0,3529999999.0,-310000000.0,2350000000.0,9240000000.0,0
00102113,1,1,012610,경인양행,112250000000.0,61140000000.0,16500000000.0,74340000000.0,39640000000.0,4300000000.0,51110000000.0,95830000000.0,0.0,2005-12-01,50400000000.0,16800.0,16800.0,0.14699331848552338,0.8243375858684985,1.8753784056508578,0.4609126984126984,11.720930232558139,0.5259313367421475,inf,3010000000.0,4600000000.0,5760000000.0,2480000000.0,720000000.0,0
00102140,1,1,009140,경인전자,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1970000000.0,2005-12-01,17043147450.0,10850.0,10850.0,,inf,,0.0,inf,inf,-8.651343883248732,850000000.0,530000000.0,160000000.0,1540000000.0,1340000000.0,0
00102432,1,1,013580,계룡건설산업,482080000000.0,256230000000.0,110609999999.0,287280000000.0,130970000000.0,42760000000.0,225850000000.0,876029999999.0,7209999999.0,2005-12-01,267034119300.0,29900.0,29900.0,0.2294432459322104,1.042165707762557,2.193479422768573,0.23004550939419974,6.244951340037418,0.30482303037602004,37.03663236297318,35430000000.0,31670000000.0,25550000000.0,15569999999.0,12890000000.0,0
00102618,1,1,012200,계양전기,123650000000.0,106400000000.0,17090000000.0,76710000000.0,13840000000.0,1080000000.0,17250000000.0,111270000000.0,4079999999.0,2005-12-01,69601000000.0,2135.0,2135.0,0.13821269712899312,0.6541447368421053,5.542630057803469,0.8542980704300226,64.44537037037037,0.6255145142446302,17.059068631632126,1120000000.0,11190000000.0,10550000000.0,8760000000.0,10700000000.0,0
