기업코드,IFRS,CFS,종목코드,회사명,자산총계,자본총계,매출총이익,유동자산,유동부채,당기순이익,부채총계,매출액(수익),영업활동으로인한현금흐름,날짜,시가총액,주가,주식수,GP/A,PBR,유동비율,NCAV,PER,PSR,PCR,2011-당기순이익,2010-당기순이익,2009-당기순이익,2008-당기순이익,2007-당기순이익,증자
00100717,1,1,023430,아이이,74190000000.0,24730000000.0,950000000.0,40270000000.0,29320000000.0,-21830000000.0,49460000000.0,6900000000.0,-8530000000.0,2013-12-02,47080587840.0,592.0,592.0,0.012804960237228737,1.9037843849575415,1.3734652114597545,-0.1951972229240543,-2.15669206779661,6.8232736,-5.519412407971864,-2370000000.0,1510000000.0,-3790000000.0,-10310000000.0,-31620000000.0,0
00100939,1,1,000860,강남제비스코,428639999999.0,333250000000.0,55090000000.0,194480000000.0,59500000000.0,30580000000.0,95390000000.0,366070000000.0,16480000000.0,2013-12-02,186550000000.0,28700.0,28700.0,0.12852276969048274,0.5597899474868717,3.2685714285714287,0.5311712677566336,6.100392413342053,0.5096019886906876,11.319781553398059,17040000000.0,21830000000.0,24720000000.0,8790000000.0,12530000000.0,0
00101044,1,1,003060,에이프로젠제약,93080000000.0,68510000000.0,10350000000.0,64829999999.0,18830000000.0,-24870000000.0,24580000000.0,33770000000.0,-1650000000.0,2013-12-02,57995230470.0,430.0,430.0,0.11119467125053717,0.8465221204203766,3.442910249548593,0.6940225889751517,-2.3319352822677923,1.7173595045898726,-35.14862452727273,-4670000000.0,-700000000.0,-8100000000.0,-5490000000.0,-10500000000.0,0
00101220,1,1,001390,KG케미칼,1011500000000.0,337400000000.0,179080000000.0,644470000000.0,596680000000.0,31039999999.0,674100000000.0,849529999999.0,35930000000.0,2013-12-02,175480000000.0,16400.0,16400.0,0.17704399406821553,0.5200948429164197,1.0800931822752564,-0.1688511511283337,5.653350515646049,0.2065612750582164,4.883940996381853,-6530000000.0,5070000000.0,8490000000.0,5900000000.0,-3700000000.0,0
00101257,1,1,000800,경남기업,2567630000000.0,424610000000.0,84430000000.0,1023290000000.0,882000000000.0,68810000000.0,2143020000000.0,0.0,0.0,2013-12-02,59814839480.0,3785.0,3785.0,0.03288246359483259,0.14087006777984504,1.1601927437641724,-18.71993655310901,0.8692753884609795,inf,inf,19010000000.0,20410000000.0,22650000000.0,13160000000.0,36750000000.0,0
00101336,1,1,008020,경남에너지,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56440000000.0,2013-12-02,185338957200.0,6220.0,6220.0,,inf,,0.0,inf,inf,3.2838227710843375,26070000000.0,17160000000.0,13319999999.0,12730000000.0,11550000000.0,0
00101433,1,1,002100,경농,269410000000.0,151740000000.0,49360000000.0,142520000000.0,102880000000.0,10310000000.0,117670000000.0,136970000000.0,8800000000.0,2013-12-02,81344062500.0,3750.0,3750.0,0.183215173898519,0.5360752767892447,1.385303265940902,0.30549248754326724,7.8898217749757515,0.5938823282470614,9.243643465909091,3150000000.0,9300000000.0,16780000000.0,11570000000.0,15010000000.0,0
00101488,1,1,009450,경동나비엔,299730000000.0,175880000000.0,96430000000.0,145370000000.0,100190000000.0,9170000000.0,123850000000.0,379010000000.0,27650000000.0,2013-12-02,240139763500.0,18850.0,18850.0,0.32172288392886933,1.365361402660905,1.4509432079049804,0.08961447986101644,26.187542366412213,0.6335974341046411,8.684982405063291,9450000000.0,7680000000.0,3700000000.0,7740000000.0,7650000000.0,0
00101549,1,1,011040,경동제약,189230000000.0,153760000000.0,74790000000.0,99280000000.0,29430000000.0,8100000000.0,35480000000.0,124670000000.0,19960000000.0,2013-12-02,171247500000.0,12900.0,12900.0,0.3952333139565608,1.1137324401664932,3.3734284743459058,0.372560183360341,21.141666666666666,1.3736063206866127,8.579534068136272,20240000000.0,19980000000.0,13480000000.0,11430000000.0,16330000000.0,0
00101628,1,1,000050,경방,1335040000000.0,620700000000.0,72780000000.0,123690000000.0,164950000000.0,-7909999999.0,714340000000.0,333620000000.0,17790000000.0,2013-12-02,262937439000.0,105500.0,105500.0,0.054515220517737294,0.4236143692605123,0.7498635950287966,-2.246351840370667,-33.241142734923024,0.7881345213116719,14.780069645868465,-1820000000.0,22220000000.0,6480000000.0,-14930000000.0,60490000000.0,0
