기업코드,IFRS,CFS,종목코드,회사명,자산총계,자본총계,매출총이익,유동자산,유동부채,당기순이익,부채총계,날짜,시가총액,GP/A,PBR,유동비율,NCAV,2000-당기순이익,1999-당기순이익,1998-당기순이익,1997-당기순이익,1996-당기순이익
00100939,1,1,000860,강남제비스코,247960000000.0,156820000000.0,31130000000.0,83330000000.0,62570000000.0,2420000000.0,91140000000.0,2002-10-01,27549852000.0,0.12554444265204065,0.17567817880372402,1.3317883969953652,-0.28348609640443806,4780000000.0,8910000000.0,19240000000.0,,
00101220,1,1,001390,KG케미칼,123520000000.0,1720000000.0,31520000000.0,70490000000.0,12760000000.0,-2940000000.0,121800000000.0,2002-10-01,12551528500.0,0.2551813471502591,7.2974002906976745,5.524294670846395,-4.087948332348526,16900000000.0,-14450000000.0,-40270000000.0,,
00101488,1,1,009450,경동나비엔,143060000000.0,82200000000.0,47540000000.0,101280000000.0,55160000000.0,11050000000.0,60860000000.0,2002-10-01,45849600000.0,0.33230812246609814,0.5577810218978102,1.836113125453227,0.8815780290340591,6140000000.0,6680000000.0,1830000000.0,,
00101628,1,1,000050,경방,593630000000.0,342010000000.0,50160000000.0,108030000000.0,215060000000.0,-4300000000.0,251619999999.0,2002-10-01,53352000000.0,0.08449707730404461,0.1559954387298617,0.5023249325769553,-2.691370520299145,2350000000.0,9240000000.0,4510000000.0,,
00102432,1,1,013580,계룡건설산업,355390000000.0,145710000000.0,56220000000.0,215010000000.0,167050000000.0,26120000000.0,209690000000.0,2002-10-01,60908785740.0,0.15819240834013337,0.41801376528721435,1.2870996707572584,0.08734372119499094,15569999999.0,12890000000.0,5180000000.0,,
00102618,1,1,012200,계양전기,120320000000.0,99830000000.0,25220000000.0,65520000000.0,16519999999.0,10290000000.0,20490000000.0,2002-10-01,71720000000.0,0.20960771276595744,0.718421316237604,3.966101695155333,0.6278583379810374,8760000000.0,10700000000.0,4450000000.0,,
00102858,1,1,010130,고려아연,1676600000000.0,534150000000.0,189660000000.0,552220000000.0,632230000000.0,34670000000.0,1142450000000.0,2002-10-01,262293000000.0,0.11312179410712156,0.49104745857905086,0.8734479540673489,-2.250269736516034,8940000000.0,45520000000.0,59300000000.0,,
00103006,1,1,002240,고려제강,690430000000.0,452089999999.0,80600000000.0,190470000000.0,155300000000.0,40450000000.0,238340000000.0,2002-10-01,119106727000.0,0.11673884390886839,0.263457999513954,1.2264649066323245,-0.4019084497217357,16190000000.0,30010000000.0,35890000000.0,,
00104388,1,1,007690,국도화학,174570000000.0,117330000000.0,21530000000.0,111340000000.0,0.0,5950000000.0,57240000000.0,2002-10-01,72923230800.0,0.12333161482499856,0.6215224648427512,inf,0.7418760716783821,7390000000.0,8740000000.0,6060000000.0,,
00104856,1,1,016360,삼성증권,0.0,0.0,0.0,0.0,0.0,193470000000.0,0.0,2002-10-01,1903887433500.0,,inf,,0.0,123609999999.0,124909999999.0,12280000000.0,,
00104999,1,1,008600,윌비스,378850000000.0,193410000000.0,37770000000.0,131380000000.0,140200000000.0,63810000000.0,185450000000.0,2002-10-01,52434819180.0,0.09969644978223571,0.27110707398790135,0.9370898716119829,-1.0311850187637093,6470000000.0,11680000000.0,7690000000.0,,
00105271,1,1,002380,케이씨씨,2109009999999.0,1152580000000.0,418760000000.0,795300000000.0,512950000000.0,88010000000.0,956429999999.0,2002-10-01,1372556242000.0,0.19855761708109423,1.1908555085113397,1.5504435130129641,-0.11739409655389553,67740000000.0,75440000000.0,13030000000.0,,
00105280,1,1,005440,현대그린푸드,2819310000000.0,1011190000000.0,786010000000.0,805220000000.0,1407610000000.0,118859999999.0,1808120000000.0,2002-10-01,685813911750.0,0.27879516619314654,0.6782245787141883,0.572047655245416,-1.462350038133358,80130000000.0,46260000000.0,26389999999.0,,
00105299,1,1,014280,금강공업,130330000000.0,68900000000.0,30550000000.0,79050000000.0,29289999999.0,27989999999.0,61420000000.0,2002-10-01,31078169600.0,0.23440497199416865,0.4510619680696662,2.698873335701566,0.5672792261227637,969999999.0,-1580000000.0,-63850000000.0,,
00105855,1,1,010120,엘에스일렉트릭,1242970000000.0,118909999999.0,229950000000.0,442870000000.0,647390000000.0,-16300000000.0,1124060000000.0,2002-10-01,232029798940.0,0.18500044248855563,1.9513060208725197,0.6840853272370596,-2.9357867097757873,81780000000.0,-174380000000.0,-68429999999.0,,
00105873,1,1,034220,LG디스플레이,4015480000000.0,1578580000000.0,-173610000000.0,666090000000.0,1185140000000.0,-381600000000.0,2436900000000.0,2002-10-01,,-0.043235179853965154,,0.5620348650792312,,494770000000.0,617180000000.0,450000000.0,,
00105952,1,1,006260,LS,1765240000000.0,904450000000.0,305760000000.0,443189999999.0,607040000000.0,103220000000.0,860790000000.0,2002-10-01,367080000000.0,0.17321157463007864,0.4058599148653878,0.7300836847637717,-1.1376266753868367,82360000000.0,96950000000.0,20680000000.0,,
00106119,1,1,001570,금양,101180000000.0,29300000000.0,9180000000.0,39760000000.0,49660000000.0,-2750000000.0,71870000000.0,2002-10-01,12436760250.0,0.09072939316070369,0.4244628071672355,0.8006443817962142,-2.581862105125006,-5690000000.0,3560000000.0,3960000000.0,,
00106313,1,1,002990,금호산업,11651370000000.0,1262850000000.0,1147000000000.0,3527110000000.0,6558739999999.0,-404050000000.0,10388510000000.0,2002-10-01,78402316660.0,0.09844335902129964,0.062083633574850534,0.5377724989861677,-87.51527113357112,-103420000000.0,49380000000.0,5590000000.0,,
00106368,1,1,011780,금호석유화학,13082920000000.0,1272350000000.0,1432460000000.0,3107810000000.0,5296150000000.0,-413180000000.0,11810580000000.0,2002-10-01,68135493040.0,0.10949084760894356,0.0535509042637639,0.5868055096626795,-127.72740919172485,-24260000000.0,61990000000.0,2200000000.0,,
00106395,1,1,001210,금호전기,192970000000.0,96730000000.0,20170000000.0,45210000000.0,33870000000.0,180000000.0,96230000000.0,2002-10-01,81393569000.0,0.10452401927760792,0.8414511423550088,1.3348095659875996,-0.6268308494986871,-11860000000.0,-1130000000.0,-14590000000.0,,
00106641,1,1,000270,기아자동차,9812330000000.0,3162240000000.0,3112040000000.0,3734400000000.0,4145190000000.0,461580000000.0,6650089999999.0,2002-10-01,2882860149000.0,0.3171560679267819,0.9116512816863995,0.9008995968821695,-1.0113879443685077,330700000000.0,135740000000.0,-3631000000000.0,,
00108001,1,1,091590,남화토건,66560000000.0,35010000000.0,8740000000.0,11860000000.0,15550000000.0,3090000000.0,31560000000.0,2002-10-01,,0.13131009615384615,,0.7627009646302251,,2089999999.0,2010000000.0,,,
00108135,1,1,005250,녹십자홀딩스,491420000000.0,273930000000.0,275830000000.0,203190000000.0,185210000000.0,12210000000.0,217490000000.0,2002-10-01,111943114300.0,0.5612917667168613,0.40865591318950095,1.0970789914151504,-0.12774345335504034,50010000000.0,13000000000.0,8509999999.0,,
00108241,1,1,004370,농심,1207350000000.0,664250000000.0,196520000000.0,281710000000.0,418139999999.0,37650000000.0,543110000000.0,2002-10-01,545680000000.0,0.16276970224044396,0.8214979299962364,0.673721719999698,-0.4790353320627474,75040000000.0,53320000000.0,48330000000.0,,
00108940,1,1,016710,대성홀딩스,362690000000.0,137660000000.0,56570000000.0,112300000000.0,88280000000.0,9720000000.0,225030000000.0,2002-10-01,45617000000.0,0.1559734208277041,0.33137440069737034,1.2720888083371091,-2.471227831729399,15030000000.0,12250000000.0,11430000000.0,,
