기업코드,IFRS,CFS,종목코드,회사명,자산총계,자본총계,매출총이익,유동자산,유동부채,당기순이익,부채총계,날짜,시가총액,GP/A,PBR,유동비율,NCAV,2002-당기순이익,2001-당기순이익,2000-당기순이익,1999-당기순이익,1998-당기순이익
00100939,1,1,000860,강남제비스코,277880000000.0,190750000000.0,44140000000.0,95160000000.0,73110000000.0,18020000000.0,87130000000.0,2004-10-01,37505000000.0,0.15884554483949906,0.19661861074705111,1.3016003282724662,0.21410478602852953,17520000000.0,1700000000.0,4780000000.0,8910000000.0,19240000000.0
00101220,1,1,001390,KG케미칼,133359999999.0,71880000000.0,30070000000.0,76010000000.0,26339999999.0,18800000000.0,61479999999.0,2004-10-01,50290000000.0,0.2254799040208869,0.6996382860322761,2.885725132987309,0.28892423943129847,-8660000000.0,-2890000000.0,16900000000.0,-14450000000.0,-40270000000.0
00101488,1,1,009450,경동나비엔,159390000000.0,107000000000.0,46010000000.0,114220000000.0,44060000000.0,9530000000.0,52390000000.0,2004-10-01,30643200000.0,0.2886630277934626,0.28638504672897197,2.592374035406264,2.017739661654135,17010000000.0,10890000000.0,6140000000.0,6680000000.0,1830000000.0
00101628,1,1,000050,경방,549500000000.0,349920000000.0,38290000000.0,95580000000.0,171030000000.0,-7709999999.0,199580000000.0,2004-10-01,108160000000.0,0.06968152866242039,0.3090992226794696,0.5588493246798807,-0.9615384615384616,3529999999.0,-310000000.0,2350000000.0,9240000000.0,4510000000.0
00102432,1,1,013580,계룡건설산업,505170000000.0,230760000000.0,112059999999.0,285350000000.0,188140000000.0,39260000000.0,274410000000.0,2004-10-01,104491611900.0,0.22182631589168003,0.45281509750390014,1.5166896991602,0.10469739916032438,31670000000.0,25550000000.0,15569999999.0,12890000000.0,5180000000.0
00102618,1,1,012200,계양전기,126280000000.0,108680000000.0,18760000000.0,77950000000.0,13380000000.0,1130000000.0,17600000000.0,2004-10-01,38631000000.0,0.14855875831485588,0.35545638571954363,5.8258594917787745,1.5622168724599415,11190000000.0,10550000000.0,8760000000.0,10700000000.0,4450000000.0
00102858,1,1,010130,고려아연,1813670000000.0,795390000000.0,102160000000.0,698880000000.0,493500000000.0,48480000000.0,1018279999999.0,2004-10-01,426462000000.0,0.056327777379567394,0.5361671632783918,1.4161702127659574,-0.7489530133962697,78850000000.0,35980000000.0,8940000000.0,45520000000.0,59300000000.0
00103006,1,1,002240,고려제강,813860000000.0,534630000000.0,106130000000.0,256540000000.0,200840000000.0,38970000000.0,279230000000.0,2004-10-01,133000000000.0,0.13040326346054604,0.2487701775059387,1.2773351921927902,-0.1706015037593985,27310000000.0,40800000000.0,16190000000.0,30010000000.0,35890000000.0
00104388,1,1,007690,국도화학,185300000000.0,121900000000.0,26189999999.0,118490000000.0,0.0,6180000000.0,63400000000.0,2004-10-01,59558814000.0,0.14133837020507287,0.48858748154224774,inf,0.9249680492294557,9180000000.0,5950000000.0,7390000000.0,8740000000.0,6060000000.0
00104810,1,1,007720,대명소노시즌,140440000000.0,56360000000.0,19320000000.0,92170000000.0,64279999999.0,26700000000.0,84080000000.0,2004-10-01,7870068430.0,0.13756764454571346,0.13963925532292407,1.43388301184558,1.027945318640641,10200000000.0,-67490000000.0,-6920000000.0,54110000000.0,
00104856,1,1,016360,삼성증권,0.0,0.0,0.0,0.0,0.0,61910000000.0,0.0,2004-10-01,1333361541750.0,,inf,,0.0,57379999999.0,194340000000.0,123609999999.0,124909999999.0,12280000000.0
00104999,1,1,008600,윌비스,281770000000.0,164610000000.0,31089999999.0,127420000000.0,100300000000.0,12160000000.0,117159999999.0,2004-10-01,27188424760.0,0.11033821911133193,0.1651687306967985,1.2703888334995015,0.3773664745776173,-10260000000.0,68010000000.0,6470000000.0,11680000000.0,7690000000.0
00105271,1,1,002380,케이씨씨,3091290000000.0,1775400000000.0,613140000000.0,988040000000.0,848800000000.0,204430000000.0,1315890000000.0,2004-10-01,1388640000000.0,0.1983443805013441,0.7821561338289963,1.164043355325165,-0.23609430810001153,154320000000.0,89550000000.0,67740000000.0,75440000000.0,13030000000.0
00105280,1,1,005440,현대그린푸드,405710000000.0,241110000000.0,68590000000.0,197130000000.0,140330000000.0,25530000000.0,164600000000.0,2004-10-01,80937999500.0,0.16906164501737694,0.33568910248434325,1.404760208080952,0.4019125775402937,84710000000.0,95000000000.0,80130000000.0,46260000000.0,26389999999.0
00105299,1,1,014280,금강공업,162690000000.0,100250000000.0,36890000000.0,99870000000.0,54360000000.0,15369999999.0,62450000000.0,2004-10-01,30544013560.0,0.22675026123301986,0.3046784395012469,1.8371964679911699,1.2251173188648885,19540000000.0,28800000000.0,969999999.0,-1580000000.0,-63850000000.0
00105855,1,1,010120,엘에스일렉트릭,862510000000.0,135840000000.0,253330000000.0,272700000000.0,401810000000.0,-54540000000.0,726670000000.0,2004-10-01,505500000000.0,0.29371253666624153,3.7212897526501765,0.6786789776262413,-0.8980613254203759,4110000000.0,-16330000000.0,81780000000.0,-174380000000.0,-68429999999.0
00105873,1,1,034220,LG디스플레이,6459280000000.0,2894040000000.0,1306290000000.0,2120540000000.0,2234110000000.0,1019270000000.0,3565240000000.0,2004-10-01,11548707350000.0,0.20223461438426574,3.990514073751572,0.9491654394814938,-0.1250962515731252,288790000000.0,-381600000000.0,494770000000.0,617180000000.0,450000000.0
00105952,1,1,006260,LS,3414260000000.0,1233350000000.0,410939999999.0,1266430000000.0,1378510000000.0,85940000000.0,2180900000000.0,2004-10-01,569940000000.0,0.12035990229185826,0.4621072688206916,0.9186948226708548,-1.6045022283047339,73010000000.0,102290000000.0,82360000000.0,96950000000.0,20680000000.0
00106119,1,1,001570,금양,50390000000.0,11220000000.0,7720000000.0,26180000000.0,26989999999.0,-5500000000.0,39170000000.0,2004-10-01,7759830965.0,0.15320500099226037,0.6916070378787879,0.9699888848080767,-1.6740055367945763,-33620000000.0,-2620000000.0,-5690000000.0,3560000000.0,3960000000.0
