기업코드,IFRS,CFS,종목코드,회사명,자산총계,자본총계,매출총이익,유동자산,유동부채,당기순이익,부채총계,매출액(수익),영업활동으로인한현금흐름,날짜,시가총액,주가,주식수,GP/A,PBR,유동비율,NCAV,PER,PSR,PCR,2014-당기순이익,2013-당기순이익,2012-당기순이익,2011-당기순이익,2010-당기순이익,증자
00100601,1,1,114190,강원,85460000000.0,56579999999.0,7920000000.0,62929999999.0,18860000000.0,100000000.0,28870000000.0,46190000000.0,9500000000.0,2016-10-03,48809696000.0,3200.0,3200.0,0.09267493564240581,0.8626669494673501,3.3366914103393426,0.697812172380668,488.09696,1.056715652738688,5.137862736842106,1120000000.0,3920000000.0,8970000000.0,919999999.0,1720000000.0,0
00100717,1,1,023430,아이이,64020000000.0,56029999999.0,1510000000.0,6170000000.0,5250000000.0,-12370000000.0,7990000000.0,12510000000.0,1030000000.0,2016-10-03,182775701178.0,918.0,918.0,0.02358637925648235,3.2621042509595237,1.1752380952380952,-0.009957559939696548,-14.775723619886824,14.6103678,177.45213706601942,-1180000000.0,-3100000000.0,-21930000000.0,-2370000000.0,1510000000.0,0
00100939,1,1,000860,강남제비스코,522260144956.0,435044200151.0,56242410970.0,268680000000.0,57120000000.0,43490000000.0,94220000000.0,335320000000.0,36490000000.0,2016-10-03,243425000000.0,37450.0,37450.0,0.10769041350980052,0.5595408464599904,4.703781512605042,0.7166889185580775,5.597263738790526,0.7259483478468329,6.67100575500137,26900000000.0,23050000000.0,21930000000.0,17040000000.0,21830000000.0,0
00101044,1,1,003060,에이프로젠제약,85221294726.0,67745286496.0,15082785226.0,49140000000.0,9890000000.0,1550000000.0,17480000000.0,40320000000.0,1850000000.0,2016-10-03,419730594930.0,5190.0,5190.0,0.17698376062571627,6.195716582507668,4.968655207280081,0.07542933582261273,270.7939322129032,10.40998499330357,226.88140266486485,-3850000000.0,-14900000000.0,-25260000000.0,-4670000000.0,-700000000.0,0
00101220,1,1,001390,KG케미칼,1142452650982.0,464019139958.0,203522282694.0,582530000000.0,486289999999.0,41850000000.0,678430000000.0,1014470000000.0,-52100000000.0,2016-10-03,167017558500.0,14550.0,14550.0,0.17814504830380634,0.35993678733837864,1.197906598945481,-0.5741911261383934,3.9908616129032257,0.16463528591284118,-3.2057112955854126,5470000000.0,-8630000000.0,-12540000000.0,-6530000000.0,5070000000.0,0
00101336,1,1,008020,경남에너지,588590000000.0,323270000000.0,98000000000.0,204780000000.0,168990000000.0,22510000000.0,265319999999.0,724780000000.0,47770000000.0,2016-10-03,,,,0.16649960074075332,,1.2117876797443636,,,,,23250000000.0,17350000000.0,24210000000.0,26070000000.0,17160000000.0,0
00101433,1,1,002100,경농,316341852891.0,174667647960.0,69313073738.0,161180000000.0,114380000000.0,6980000000.0,141670000000.0,196420000000.0,-9850000000.0,2016-10-03,135573437500.0,6250.0,6250.0,0.21910813603877696,0.7761794418337113,1.4091624409861865,0.14390724584231332,19.423128581661892,0.6902221642398941,-13.76380076142132,9270000000.0,13750000000.0,6590000000.0,3150000000.0,9300000000.0,0
00101488,1,1,009450,경동나비엔,402084368451.0,206076608904.0,159979930946.0,158250000000.0,177130000000.0,16750000000.0,196010000000.0,512030000000.0,43720000000.0,2016-10-03,783479865000.0,61500.0,61500.0,0.3978765241790193,3.801886440032508,0.8934116185852199,-0.048195239835550845,46.77491731343284,1.5301444544264984,17.920399473924977,9080000000.0,9250000000.0,9210000000.0,9450000000.0,7680000000.0,0
00101549,1,1,011040,경동제약,233410410013.0,204439578745.0,90642830990.0,85610000000.0,20500000000.0,13280000000.0,28970000000.0,151890000000.0,18260000000.0,2016-10-03,242932500000.0,18300.0,18300.0,0.388340995523514,1.188285074207733,4.1760975609756095,0.2331511839708561,18.293109939759034,1.5993975903614457,13.30407995618839,24960000000.0,18740000000.0,7959999999.0,20240000000.0,19980000000.0,0
00101628,1,1,000050,경방,1318643312104.0,662952917600.0,101759493333.0,108090000000.0,185950000000.0,16690000000.0,655690000000.0,357630000000.0,39920000000.0,2016-10-03,529114711000.0,193000.0,193000.0,0.077169839939987,0.7981180819227456,0.5812852917450928,-1.0349362597858294,31.702499161174355,1.4795031485054386,13.254376528056111,14240000000.0,15100000000.0,-7070000000.0,-1820000000.0,22220000000.0,0
00101752,1,1,025880,케이씨피드,99714046083.0,44140243190.0,9891470953.0,39600000000.0,36880000000.0,-2139999999.0,55570000000.0,83420000000.0,3529999999.0,2016-10-03,87536772320.0,5420.0,5420.0,0.09919837115792629,1.9831511109533604,1.0737527114967462,-0.18243761537859726,-40.905033813507025,1.0493499438983458,24.797952505608485,-3440000000.0,1870000000.0,4320000000.0,1989999999.0,3030000000.0,0
00102113,1,1,012610,경인양행,326687437019.0,201125303678.0,43040652966.0,176660000000.0,109309999999.0,3670000000.0,125559999999.0,263160000000.0,5440000000.0,2016-10-03,241974226350.0,5990.0,5990.0,0.1317487239752558,1.2031018570263978,1.6161375903541866,0.21117951598319057,65.93303170299727,0.9194947041723667,44.48055631433824,9090000000.0,12330000000.0,4480000000.0,2790000000.0,6320000000.0,0
00102140,1,1,009140,경인전자,64239944387.0,59623118439.0,7211046830.0,39260000000.0,3850000000.0,1340000000.0,4620000000.0,28339999999.0,2170000000.0,2016-10-03,33065276850.0,21050.0,21050.0,0.11225176015966902,0.5545714098102543,10.197402597402597,1.0476246776079845,24.675579738805972,1.166735245277584,15.237454769585254,290000000.0,890000000.0,570000000.0,1200000000.0,3260000000.0,0
00102353,1,1,024910,경창산업,579880000000.0,138930000000.0,73770000000.0,187500000000.0,279060000000.0,13540000000.0,440939999999.0,598970000000.0,79340000000.0,2016-10-03,93770400000.0,5340.0,5340.0,0.1272159757191143,0.6749470956596847,0.6718985164480756,-2.7027718768289355,6.925435745937961,0.15655274888558693,1.1818805142425006,21150000000.0,23050000000.0,9410000000.0,4310000000.0,10990000000.0,0
