기업코드,IFRS,CFS,종목코드,회사명,자산총계,자본총계,매출총이익,유동자산,유동부채,당기순이익,부채총계,날짜,시가총액,주가,주식수,GP/A,PBR,유동비율,NCAV,PER,2011-당기순이익,2010-당기순이익,2009-당기순이익,2008-당기순이익,2007-당기순이익
00100717,1,1,023430,아이이,74190000000.0,24730000000.0,950000000.0,40270000000.0,29320000000.0,-21830000000.0,49460000000.0,2013-10-01,45312404480.0,640.0,640.0,0.012804960237228737,1.832284855640922,1.3734652114597545,-0.20281422064142027,-2.075694204306001,-2370000000.0,1510000000.0,-3790000000.0,-10310000000.0,-31620000000.0
00100939,1,1,000860,강남제비스코,428639999999.0,333250000000.0,55090000000.0,194480000000.0,59500000000.0,30580000000.0,95390000000.0,2013-10-01,181350000000.0,27900.0,27900.0,0.12852276969048274,0.5441860465116279,3.2685714285714287,0.5464019851116625,5.930346631785481,17040000000.0,21830000000.0,24720000000.0,8790000000.0,12530000000.0
00101044,1,1,003060,에이프로젠제약,93080000000.0,68510000000.0,10350000000.0,64829999999.0,18830000000.0,-24870000000.0,24580000000.0,2013-10-01,53412332232.0,438.0,438.0,0.11119467125053717,0.7796282620347394,3.442910249548593,0.7535712880720404,-2.147661127141134,-4670000000.0,-700000000.0,-8100000000.0,-5490000000.0,-10500000000.0
00101220,1,1,001390,KG케미칼,1011500000000.0,337400000000.0,179080000000.0,644470000000.0,596680000000.0,31039999999.0,674100000000.0,2013-10-01,181365000000.0,16950.0,16950.0,0.17704399406821553,0.5375370480142264,1.0800931822752564,-0.16337220522151463,5.842944587817105,-6530000000.0,5070000000.0,8490000000.0,5900000000.0,-3700000000.0
00101257,1,1,000800,경남기업,2567630000000.0,424610000000.0,84430000000.0,1023290000000.0,882000000000.0,68810000000.0,2143020000000.0,2013-10-01,83914609680.0,5310.0,5310.0,0.03288246359483259,0.19762749271095828,1.1601927437641724,-13.343683588233072,1.2195118395582039,19010000000.0,20410000000.0,22650000000.0,13160000000.0,36750000000.0
00101433,1,1,002100,경농,269410000000.0,151740000000.0,49360000000.0,142520000000.0,102880000000.0,10310000000.0,117670000000.0,2013-10-01,83513237500.0,3850.0,3850.0,0.183215173898519,0.5503706175036246,1.385303265940902,0.2975576177369486,8.100217022308438,3150000000.0,9300000000.0,16780000000.0,11570000000.0,15010000000.0
00101488,1,1,009450,경동나비엔,299730000000.0,175880000000.0,96430000000.0,145370000000.0,100190000000.0,9170000000.0,123850000000.0,2013-10-01,245872543000.0,19300.0,19300.0,0.32172288392886933,1.3979562372071868,1.4509432079049804,0.08752502307669222,26.812709160305342,9450000000.0,7680000000.0,3700000000.0,7740000000.0,7650000000.0
00101549,1,1,011040,경동제약,189230000000.0,153760000000.0,74790000000.0,99280000000.0,29430000000.0,8100000000.0,35480000000.0,2013-10-01,160627500000.0,12100.0,12100.0,0.3952333139565608,1.0446637617065557,3.3734284743459058,0.39719226159904125,19.830555555555556,20240000000.0,19980000000.0,13480000000.0,11430000000.0,16330000000.0
00101628,1,1,000050,경방,1335040000000.0,620700000000.0,72780000000.0,123690000000.0,164950000000.0,-7909999999.0,714340000000.0,2013-10-01,287860419000.0,115500.0,115500.0,0.054515220517737294,0.46376739004349926,0.7498635950287966,-2.0518625035420377,-36.39196195150341,-1820000000.0,22220000000.0,6480000000.0,-14930000000.0,60490000000.0
00101752,1,1,025880,케이씨피드,110050000000.0,48990000000.0,11370000000.0,64529999999.0,44970000000.0,2080000000.0,61060000000.0,2013-10-01,27599177965.0,2305.0,2305.0,0.10331667423898228,0.5633635020412329,1.4349566377362686,0.12572838232357839,13.268835560096154,1989999999.0,3030000000.0,4590000000.0,1639999999.0,1970000000.0
00102113,1,1,012610,경인양행,287450000000.0,174990000000.0,28439999999.0,146240000000.0,94090000000.0,2089999999.0,112459999999.0,2013-10-01,169462751175.0,4195.0,4195.0,0.09893894590015655,0.9684139160809189,1.5542565628653418,0.19933584086638736,81.08265610338883,2790000000.0,6320000000.0,11570000000.0,12869999999.0,4250000000.0
00102140,1,1,009140,경인전자,63740000000.0,56979999999.0,9180000000.0,38940000000.0,5720000000.0,1150000000.0,6759999999.0,2013-10-01,25682530950.0,16350.0,16350.0,0.1440225917791026,0.4507288689092792,6.8076923076923075,1.2529917734217701,22.332635608695654,1200000000.0,3260000000.0,6280000000.0,3120000000.0,9020000000.0
00102353,1,1,024910,경창산업,393500000000.0,86920000000.0,38400000000.0,135030000000.0,165590000000.0,12110000000.0,306580000000.0,2013-10-01,164712800000.0,9380.0,9380.0,0.09758576874205845,1.8949930971007822,0.8154477927411076,-1.0415098280157948,13.601387283236994,4310000000.0,10990000000.0,2800000000.0,-5940000000.0,310000000.0
00102432,1,1,013580,계룡건설산업,1619840000000.0,516220000000.0,128559999999.0,1168880000000.0,850650000000.0,4440000000.0,1103620000000.0,2013-10-01,80735399280.0,9040.0,9040.0,0.07936586329452291,0.1563972710859711,1.3741021571739258,0.8083195299953931,18.183648486486486,5510000000.0,14250000000.0,30760000000.0,36870000000.0,48890000000.0
00102618,1,1,012200,계양전기,174550000000.0,144340000000.0,45030000000.0,117500000000.0,24500000000.0,5000000000.0,30220000000.0,2013-10-01,107254000000.0,3290.0,3290.0,0.25797765683185336,0.7430649854510184,4.795918367346939,0.8137691834337181,21.4508,8359999999.0,5540000000.0,4660000000.0,4660000000.0,8980000000.0
00102751,1,1,002140,고려산업,148320000000.0,62079999999.0,23910000000.0,81540000000.0,59270000000.0,7770000000.0,86240000000.0,2013-10-01,28555641625.0,1145.0,1145.0,0.16120550161812297,0.45998134061630125,1.3757381474607728,-0.1645909435943203,3.6751147522522523,4160000000.0,5660000000.0,8790000000.0,-6270000000.0,3410000000.0
00102760,1,1,011160,두산건설,4065740000000.0,607790000000.0,264750000000.0,2427890000000.0,2795130000000.0,-654080000000.0,3457960000000.0,2013-10-01,1335458390200.0,2420.0,2420.0,0.06511729722018623,2.197236529393376,0.8686143399412549,-0.7713231707996049,-2.0417355525318004,-293450000000.0,5950000000.0,50880000000.0,41300000000.0,74230000000.0
00102858,1,1,010130,고려아연,4940540000000.0,3986050000000.0,897820000000.0,2523320000000.0,625940000000.0,568030000000.0,954500000000.0,2013-10-01,6019530000000.0,319000.0,319000.0,0.18172507458698847,1.5101491451436886,4.031249001501742,0.26062167644317746,10.597204373008468,676790000000.0,490820000000.0,413689999999.0,282720000000.0,421710000000.0
00103006,1,1,002240,고려제강,1813980000000.0,1259040000000.0,178530000000.0,556990000000.0,366040000000.0,43850000000.0,554940000000.0,2013-10-01,546000000000.0,36400.0,36400.0,0.09841894618463269,0.43366374380480366,1.5216642989837177,0.0037545787545787547,12.451539338654504,33420000000.0,78270000000.0,85010000000.0,110540000000.0,32760000000.0
00103042,1,1,009070,케이씨티시,297600000000.0,148800000000.0,58379999999.0,94500000000.0,83630000000.0,10000000.0,148800000000.0,2013-10-01,58200000000.0,19400.0,19400.0,0.19616935483534947,0.3911290322580645,1.129977280880067,-0.9329896907216495,5820.0,2170000000.0,1650000000.0,3090000000.0,4660000000.0,14510000000.0
00103130,1,1,009810,엔케이물산,36130000000.0,35140000000.0,2230000000.0,24840000000.0,420000000.0,-7100000000.0,990000000.0,2013-10-01,15989803704.0,567.0,567.0,0.06172156102961528,0.45503140876494025,59.142857142857146,1.4915755341032546,-2.2520850287323944,-490000000.0,2340000000.0,-4229999999.0,-7540000000.0,-1490000000.0
00103510,1,1,023800,인지컨트롤스,384520000000.0,193020000000.0,65840000000.0,144150000000.0,137890000000.0,31100000000.0,191500000000.0,2013-10-01,84745115520.0,5590.0,5590.0,0.17122646416311246,0.4390483655579733,1.0453985060555515,-0.5587342669776091,2.7249233286173635,6959999999.0,15430000000.0,5220000000.0,4000000000.0,9040000000.0
00103592,1,1,009290,광동제약,389430000000.0,267269999999.0,135609999999.0,202820000000.0,72670000000.0,27760000000.0,122159999999.0,2013-10-01,407834220780.0,7780.0,7780.0,0.34822689571681686,1.5259259205355107,2.790972891151782,0.19777643927656285,14.691434466138329,29030000000.0,25210000000.0,23190000000.0,21410000000.0,24160000000.0
00103662,1,1,017040,광명전기,131059999999.0,62990000000.0,14630000000.0,80620000000.0,59110000000.0,409999999.0,68070000000.0,2013-10-01,103576899850.0,2390.0,2390.0,0.11162826186564649,1.6443387815526274,1.3638978176281509,0.12116601306058496,252.6265856161624,-80000000.0,300000000.0,260000000.0,-459999999.0,840000000.0
00104102,1,1,010050,우리종금,0.0,0.0,0.0,0.0,0.0,-74250000000.0,0.0,2013-10-01,251890559295.0,753.0,753.0,,inf,,0.0,-3.392465445050505,-14030000000.0,13630000000.0,6730000000.0,16600000000.0,5140000000.0
00104388,1,1,007690,국도화학,547780000000.0,336830000000.0,83570000000.0,331270000000.0,0.0,29920000000.0,210940000000.0,2013-10-01,307381586400.0,52900.0,52900.0,0.15256124721603564,0.9125718801769439,inf,0.39146782150903753,10.273448743315509,21900000000.0,26470000000.0,22660000000.0,29210000000.0,13250000000.0
00104519,1,1,001140,국보,98490000000.0,33789999999.0,9570000000.0,39130000000.0,53240000000.0,-869999999.0,64700000000.0,2013-10-01,12430378400.0,12100.0,12100.0,0.09716722509899482,0.36787151229262716,0.7349737039819685,-2.0570572493593597,-14.287791280790564,-180000000.0,869999999.0,490000000.0,-409999999.0,270000000.0
