기업코드,IFRS,CFS,종목코드,회사명,자산총계,자본총계,매출총이익,유동자산,유동부채,당기순이익,부채총계,매출액(수익),영업활동으로인한현금흐름,영업이익,주당배당금,EBITDA,날짜,시가총액,주가,주식수,GP/A,PBR,유동비율,NCAV,PER,PSR,PCR,1997-당기순이익,1996-당기순이익,1995-당기순이익,1994-당기순이익,1993-당기순이익,증자
00100939,1,1,000860,강남제비스코,217290000000.0,97480000000.0,31230000000.0,92450000000.0,59690000000.0,19120000000.0,119809999999.0,135859999999.0,14569999999.0,13760000000.0,11300000000.0,35310000000.0,1999-10-01,29402762400.0,31050.0,31050.0,0.14372497583874086,0.30162866639310626,1.5488356508627912,-0.93052481351208,1.537801380753138,0.21641956720312394,2.0180344819504485,,,,,,0
00101488,1,1,009450,경동나비엔,121870000000.0,68090000000.0,25590000000.0,81230000000.0,37260000000.0,-700000000.0,53779999999.0,117920000000.0,30389999999.0,3220000000.0,8000000000.0,3879999999.0,1999-10-01,41241600000.0,18000.0,18000.0,0.20997784524493313,0.6056924658540167,2.1800858829844336,0.66559008382313,-58.91657142857143,0.3497421981004071,1.3570779862243199,,,,,,0
00101628,1,1,000050,경방,293170000000.0,22240000000.0,64650000000.0,127550000000.0,199370000000.0,-5330000000.0,270919999999.0,371880000000.0,18670000000.0,20300000000.0,6500000000.0,33270000000.0,1999-10-01,45279880800.0,27000.0,27000.0,0.2205205171061159,2.0359658633093525,0.639765260570798,-3.1663069218812963,-8.495287204502814,0.12175938689899968,2.4252748152115693,,,,,,0
00102858,1,1,010130,고려아연,1412310000000.0,559270000000.0,133920000000.0,459939999999.0,449270000000.0,47820000000.0,853040000000.0,1029120000000.0,269240000000.0,85340000000.0,50000000000.0,185700000000.0,1999-10-01,500055000000.0,28950.0,28950.0,0.09482337447161034,0.8941209076117081,1.0237496382999087,-0.7861135275139735,10.45702634880803,0.4859054337686567,1.8572834645669292,,,,,,0
00103006,1,1,002240,고려제강,467580000000.0,302530000000.0,94680000000.0,171080000000.0,110820000000.0,43610000000.0,165050000000.0,367150000000.0,76350000000.0,35390000000.0,4500000000.0,62320000000.0,1999-10-01,162067500000.0,147000.0,147000.0,0.20248941357628641,0.5357072025914785,1.5437646634181557,0.03720671942246286,3.716292134831461,0.4414204003813155,2.1226915520628684,,,,,,0
00104388,1,1,007690,국도화학,173770000000.0,100220000000.0,17400000000.0,100020000000.0,0.0,5960000000.0,73550000000.0,142160000000.0,10000000000.0,7970000000.0,50000000000.0,20260000000.0,1999-10-01,142360092000.0,24300.0,24300.0,0.1001323588651666,1.4204758730792257,inf,0.1859369408106311,23.885921476510067,1.0014075126617896,14.2360092,,,,,,0
00104999,1,1,008600,윌비스,237790000000.0,121050000000.0,46790000000.0,121600000000.0,65800000000.0,21360000000.0,116750000000.0,159560000000.0,11200000000.0,16140000000.0,2900000000.0,29230000000.0,1999-10-01,82231525800.0,7850.0,7850.0,0.19677025947264393,0.6793186765799256,1.8480243161094225,0.0589798128250224,3.849790533707865,0.5153642880421159,7.342100517857143,,,,,,0
00105271,1,1,002380,케이씨씨,933920000000.0,297180000000.0,167760000000.0,421450000000.0,368520000000.0,16919999999.0,636740000000.0,737080000000.0,72130000000.0,72970000000.0,65000000000.0,157080000000.0,1999-10-01,400800000000.0,65500.0,65500.0,0.17962994689052594,1.3486775691500101,1.1436285683273635,-0.5371506986027944,23.687943263811345,0.54376729798665,5.556633855538611,,,,,,0
00105280,1,1,005440,현대그린푸드,1758959999999.0,554540000000.0,341530000000.0,357370000000.0,1031179999999.0,2260000000.0,1204420000000.0,1582440000000.0,64320000000.0,53170000000.0,3300000000.0,131930000000.0,1999-10-01,344599200000.0,14550.0,14550.0,0.19416587074191236,0.6214145057164496,0.3465641304140369,-2.4580730309298455,152.4775221238938,0.21776446500341246,5.357574626865672,,,,,,0
00105952,1,1,006260,LS,1390740000000.0,303150000000.0,238169999999.0,537570000000.0,675700000000.0,8850000000.0,1087590000000.0,1755559999999.0,181030000000.0,112180000000.0,22700000000.0,161950000000.0,1999-10-01,708400000000.0,21500.0,21500.0,0.17125415246487483,2.3367969651987464,0.7955749593014652,-0.7764257481648786,80.045197740113,0.4035179657775317,3.9131635640501576,,,,,,0
